mineral_name,rruff_chemistry,chemistry_elements
Altisite,Na_3_K_6_Ti^4+^_2_Al_2_Si_8_O_26_Cl_3_,Al
Altisite,Na_3_K_6_Ti^4+^_2_Al_2_Si_8_O_26_Cl_3_,Si
Altisite,Na_3_K_6_Ti^4+^_2_Al_2_Si_8_O_26_Cl_3_,O
Altisite,Na_3_K_6_Ti^4+^_2_Al_2_Si_8_O_26_Cl_3_,Cl
Aluminite,Al_2_S^6+^O_4_(OH)_4_·7H_2_O,Al
Aluminite,Al_2_S^6+^O_4_(OH)_4_·7H_2_O,S
Aluminite,Al_2_S^6+^O_4_(OH)_4_·7H_2_O,O
Aluminite,Al_2_S^6+^O_4_(OH)_4_·7H_2_O,H
Aluminoceladonite,KMgAlSi_4_O_10_(OH)_2_,K
Aluminoceladonite,KMgAlSi_4_O_10_(OH)_2_,Mg
Aluminoceladonite,KMgAlSi_4_O_10_(OH)_2_,Al
Aluminoceladonite,KMgAlSi_4_O_10_(OH)_2_,Si
Aluminoceladonite,KMgAlSi_4_O_10_(OH)_2_,O
Aluminoceladonite,KMgAlSi_4_O_10_(OH)_2_,H
Aluminocopiapite,"(Al,Mg)Fe^3+^_4_(S^6+^O_4_)_6_(OH,O)_2_·20H_2_O",Al
Aluminocopiapite,"(Al,Mg)Fe^3+^_4_(S^6+^O_4_)_6_(OH,O)_2_·20H_2_O",Mg
Aluminocopiapite,"(Al,Mg)Fe^3+^_4_(S^6+^O_4_)_6_(OH,O)_2_·20H_2_O",Fe
Aluminocopiapite,"(Al,Mg)Fe^3+^_4_(S^6+^O_4_)_6_(OH,O)_2_·20H_2_O",S
Aluminocopiapite,"(Al,Mg)Fe^3+^_4_(S^6+^O_4_)_6_(OH,O)_2_·20H_2_O",O
Aluminocopiapite,"(Al,Mg)Fe^3+^_4_(S^6+^O_4_)_6_(OH,O)_2_·20H_2_O",H
Alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·3H_2_O,Ca
Alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·3H_2_O,Al
Alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·3H_2_O,C
Alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·3H_2_O,O
Alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·3H_2_O,H
Alumoklyuchevskite,K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_,K
Alumoklyuchevskite,K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_,Cu
Alumoklyuchevskite,K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_,Al
Alumoklyuchevskite,K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_,O
Alumoklyuchevskite,K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_,S
Pharmacoalumite,KAl_4_(As^5+^O_4_)_3_(OH)_4_·6.5H_2_O,K
Pharmacoalumite,KAl_4_(As^5+^O_4_)_3_(OH)_4_·6.5H_2_O,Al
Pharmacoalumite,KAl_4_(As^5+^O_4_)_3_(OH)_4_·6.5H_2_O,As
Pharmacoalumite,KAl_4_(As^5+^O_4_)_3_(OH)_4_·6.5H_2_O,O
Pharmacoalumite,KAl_4_(As^5+^O_4_)_3_(OH)_4_·6.5H_2_O,H
Alumotantite,AlTa^5+^O_4_,Al
Alumotantite,AlTa^5+^O_4_,Ta
Alumotantite,AlTa^5+^O_4_,O
Alunite,KAl_3_(SO_4_)_2_(OH)_6_,K
Alunite,KAl_3_(SO_4_)_2_(OH)_6_,Al
Alunite,KAl_3_(SO_4_)_2_(OH)_6_,S
Alunite,KAl_3_(SO_4_)_2_(OH)_6_,O
Alunite,KAl_3_(SO_4_)_2_(OH)_6_,H
Alunogen,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,Al
Alunogen,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,S
Alunogen,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,O
Alunogen,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,H
Amakinite,Fe^2+^(OH)_2_,Fe
Amakinite,Fe^2+^(OH)_2_,O
Amakinite,Fe^2+^(OH)_2_,H
Amarantite,Fe^3+^_2_O(S^6+^O_4_)_2_·7H_2_O,Fe
Amarantite,Fe^3+^_2_O(S^6+^O_4_)_2_·7H_2_O,O
Amarantite,Fe^3+^_2_O(S^6+^O_4_)_2_·7H_2_O,S
Amarantite,Fe^3+^_2_O(S^6+^O_4_)_2_·7H_2_O,H
Amarillite,NaFe^3+^(SO_4_)_2_·6H_2_O,Na
Amarillite,NaFe^3+^(SO_4_)_2_·6H_2_O,Fe
Amarillite,NaFe^3+^(SO_4_)_2_·6H_2_O,S
Amarillite,NaFe^3+^(SO_4_)_2_·6H_2_O,O
Amarillite,NaFe^3+^(SO_4_)_2_·6H_2_O,H
Amblygonite,LiAlPO_4_F,Li
Amblygonite,LiAlPO_4_F,Al
Amblygonite,LiAlPO_4_F,P
Amblygonite,LiAlPO_4_F,O
Amblygonite,LiAlPO_4_F,F
Amesite,Mg_2_Al(AlSiO_5_)(OH)_4_,Mg
Amesite,Mg_2_Al(AlSiO_5_)(OH)_4_,Al
Amesite,Mg_2_Al(AlSiO_5_)(OH)_4_,Si
Amesite,Mg_2_Al(AlSiO_5_)(OH)_4_,O
Amesite,Mg_2_Al(AlSiO_5_)(OH)_4_,H
Amicite,K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O,K
Amicite,K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O,Na
Amicite,K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O,Si
Amicite,K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O,Al
Amicite,K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O,O
Amicite,K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O,H
Aminoffite,Ca_3_(BeOH)_2_Si_3_O_10_,Ca
Aminoffite,Ca_3_(BeOH)_2_Si_3_O_10_,Be
Aminoffite,Ca_3_(BeOH)_2_Si_3_O_10_,O
Aminoffite,Ca_3_(BeOH)_2_Si_3_O_10_,H
Aminoffite,Ca_3_(BeOH)_2_Si_3_O_10_,Si
Ammonioalunite,N^3-^H_4_Al_3_(S^6+^O_4_)_2_(OH)_6_,N
Ammonioalunite,N^3-^H_4_Al_3_(S^6+^O_4_)_2_(OH)_6_,H
Ammonioalunite,N^3-^H_4_Al_3_(S^6+^O_4_)_2_(OH)_6_,Al
Ammonioalunite,N^3-^H_4_Al_3_(S^6+^O_4_)_2_(OH)_6_,S
Ammonioalunite,N^3-^H_4_Al_3_(S^6+^O_4_)_2_(OH)_6_,O
Ammonioborite,(N^3-^H_4_)_3_B_15_O_20_(OH)_8_·4H_2_O,N
Ammonioborite,(N^3-^H_4_)_3_B_15_O_20_(OH)_8_·4H_2_O,H
Ammonioborite,(N^3-^H_4_)_3_B_15_O_20_(OH)_8_·4H_2_O,B
Ammonioborite,(N^3-^H_4_)_3_B_15_O_20_(OH)_8_·4H_2_O,O
Ammoniojarosite,N^3-^H_4_Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,N
Ammoniojarosite,N^3-^H_4_Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,H
Ammoniojarosite,N^3-^H_4_Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,Fe
Ammoniojarosite,N^3-^H_4_Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,S
Ammoniojarosite,N^3-^H_4_Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,O
Analcime,NaAlSi_2_O_6_·H_2_O,Na
Analcime,NaAlSi_2_O_6_·H_2_O,Al
Analcime,NaAlSi_2_O_6_·H_2_O,Si
Analcime,NaAlSi_2_O_6_·H_2_O,O
Analcime,NaAlSi_2_O_6_·H_2_O,H
Anandite,BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH),Ba
Anandite,BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH),Fe
Anandite,BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH),Si
Anandite,BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH),O
Anandite,BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH),S
Anandite,BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH),H
Anapaite,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,Ca
Anapaite,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,Fe
Anapaite,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,P
Anapaite,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,O
Anapaite,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,H
Anatase,Ti^4+^O_2_,Ti
Anatase,Ti^4+^O_2_,O
Ancylite-(Ce),CeSr(CO_3_)_2_(OH)·H_2_O,Ce
Ancylite-(Ce),CeSr(CO_3_)_2_(OH)·H_2_O,Sr
Ancylite-(Ce),CeSr(CO_3_)_2_(OH)·H_2_O,C
Ancylite-(Ce),CeSr(CO_3_)_2_(OH)·H_2_O,O
Ancylite-(Ce),CeSr(CO_3_)_2_(OH)·H_2_O,H
Ancylite-(La),LaSr(CO_3_)_2_(OH)·H_2_O,La
Ancylite-(La),LaSr(CO_3_)_2_(OH)·H_2_O,Sr
Ancylite-(La),LaSr(CO_3_)_2_(OH)·H_2_O,C
Ancylite-(La),LaSr(CO_3_)_2_(OH)·H_2_O,O
Ancylite-(La),LaSr(CO_3_)_2_(OH)·H_2_O,H
Andalusite,Al_2_SiO_5_,Al
Andalusite,Al_2_SiO_5_,Si
Andalusite,Al_2_SiO_5_,O
Andersonite,Na_2_Ca(UO_2_)(CO_3_)_3_·6H_2_O,Na
Andersonite,Na_2_Ca(UO_2_)(CO_3_)_3_·6H_2_O,Ca
Andersonite,Na_2_Ca(UO_2_)(CO_3_)_3_·6H_2_O,U
Andersonite,Na_2_Ca(UO_2_)(CO_3_)_3_·6H_2_O,O
Andersonite,Na_2_Ca(UO_2_)(CO_3_)_3_·6H_2_O,C
Andersonite,Na_2_Ca(UO_2_)(CO_3_)_3_·6H_2_O,H
Andorite VI,AgPbSb_3_S_6_,Ag
Andorite VI,AgPbSb_3_S_6_,Pb
Andorite VI,AgPbSb_3_S_6_,Sb
Andorite VI,AgPbSb_3_S_6_,S
Andradite,Ca_3_Fe^3+^_2_(SiO_4_)_3_,Ca
Andradite,Ca_3_Fe^3+^_2_(SiO_4_)_3_,Fe
Andradite,Ca_3_Fe^3+^_2_(SiO_4_)_3_,Si
Andradite,Ca_3_Fe^3+^_2_(SiO_4_)_3_,O
Anduoite,RuAs_2_,Ru
Anduoite,RuAs_2_,As
Andyrobertsite,KCd^2+^Cu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O,K
Andyrobertsite,KCd^2+^Cu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O,Cd
Andyrobertsite,KCd^2+^Cu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O,Cu
Andyrobertsite,KCd^2+^Cu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O,As
Andyrobertsite,KCd^2+^Cu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O,O
Andyrobertsite,KCd^2+^Cu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O,H
Anglesite,Pb^2+^S^6+^O_4_,Pb
Anglesite,Pb^2+^S^6+^O_4_,S
Anglesite,Pb^2+^S^6+^O_4_,O
Anhydrite,CaS^6+^O_4_,Ca
Anhydrite,CaS^6+^O_4_,S
Anhydrite,CaS^6+^O_4_,O
Anilite,Cu_7_S_4_,Cu
Anilite,Cu_7_S_4_,S
Ankerite,CaFe^2+^(CO_3_)_2_,Ca
Ankerite,CaFe^2+^(CO_3_)_2_,Fe
Ankerite,CaFe^2+^(CO_3_)_2_,C
Ankerite,CaFe^2+^(CO_3_)_2_,O
Annabergite,Ni^2+^_3_(As^5+^O_4_)_2_·8H_2_O,Ni
Annabergite,Ni^2+^_3_(As^5+^O_4_)_2_·8H_2_O,As
Annabergite,Ni^2+^_3_(As^5+^O_4_)_2_·8H_2_O,O
Annabergite,Ni^2+^_3_(As^5+^O_4_)_2_·8H_2_O,H
Annite,KFe^2+^_3_AlSi_3_O_10_(OH)_2_,K
Annite,KFe^2+^_3_AlSi_3_O_10_(OH)_2_,Fe
Annite,KFe^2+^_3_AlSi_3_O_10_(OH)_2_,Al
Annite,KFe^2+^_3_AlSi_3_O_10_(OH)_2_,Si
Annite,KFe^2+^_3_AlSi_3_O_10_(OH)_2_,O
Annite,KFe^2+^_3_AlSi_3_O_10_(OH)_2_,H
Anorthite,CaAl_2_Si_2_O_8_,Ca
Anorthite,CaAl_2_Si_2_O_8_,Al
Anorthite,CaAl_2_Si_2_O_8_,Si
Anorthite,CaAl_2_Si_2_O_8_,O
Antarcticite,CaCl_2_·6H_2_O,Ca
Antarcticite,CaCl_2_·6H_2_O,Cl
Antarcticite,CaCl_2_·6H_2_O,H
Antarcticite,CaCl_2_·6H_2_O,O
Anthonyite,Cu^2+^(OH)_2_·3H_2_O,Cu
Anthonyite,Cu^2+^(OH)_2_·3H_2_O,O
Anthonyite,Cu^2+^(OH)_2_·3H_2_O,H
Anthophyllite,[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_,Mg
Anthophyllite,[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_,Si
Anthophyllite,[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_,O
Anthophyllite,[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_,H
Antigorite,Mg_3_Si_2_O_5_(OH)_4_,Mg
Antigorite,Mg_3_Si_2_O_5_(OH)_4_,Si
Antigorite,Mg_3_Si_2_O_5_(OH)_4_,O
Antigorite,Mg_3_Si_2_O_5_(OH)_4_,H
Antimonselite,Sb_2_Se_3_,Sb
Antimonselite,Sb_2_Se_3_,Se
Antimony,Sb,Sb
Antlerite,Cu^2+^_3_(S^6+^O_4_)(OH)_4_,Cu
Antlerite,Cu^2+^_3_(S^6+^O_4_)(OH)_4_,S
Antlerite,Cu^2+^_3_(S^6+^O_4_)(OH)_4_,O
Antlerite,Cu^2+^_3_(S^6+^O_4_)(OH)_4_,H
Anyuiite,AuPb_2_,Au
Anyuiite,AuPb_2_,Pb
Apachite,Cu^2+^_9_Si_10_O_29_·11H_2_O,Cu
Apachite,Cu^2+^_9_Si_10_O_29_·11H_2_O,Si
Apachite,Cu^2+^_9_Si_10_O_29_·11H_2_O,O
Apachite,Cu^2+^_9_Si_10_O_29_·11H_2_O,H
Aphthitalite,K_3_Na(SO_4_)_2_,K
Aphthitalite,K_3_Na(SO_4_)_2_,Na
Aphthitalite,K_3_Na(SO_4_)_2_,S
Aphthitalite,K_3_Na(SO_4_)_2_,O
Apjohnite,Mn^2+^Al_2_(SO_4_)_4_·22H_2_O,Mn
Apjohnite,Mn^2+^Al_2_(SO_4_)_4_·22H_2_O,Al
Apjohnite,Mn^2+^Al_2_(SO_4_)_4_·22H_2_O,S
Apjohnite,Mn^2+^Al_2_(SO_4_)_4_·22H_2_O,O
Apjohnite,Mn^2+^Al_2_(SO_4_)_4_·22H_2_O,H
Aplowite,Co^2+^S^6+^O_4_·4H_2_O,Co
Aplowite,Co^2+^S^6+^O_4_·4H_2_O,S
Aplowite,Co^2+^S^6+^O_4_·4H_2_O,O
Aplowite,Co^2+^S^6+^O_4_·4H_2_O,H
Apuanite,Fe^2+^Fe^3+^_4_Sb^3+^_4_O_12_S,Fe
Apuanite,Fe^2+^Fe^3+^_4_Sb^3+^_4_O_12_S,Sb
Apuanite,Fe^2+^Fe^3+^_4_Sb^3+^_4_O_12_S,O
Apuanite,Fe^2+^Fe^3+^_4_Sb^3+^_4_O_12_S,S
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",H
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",O
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",Na
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",K
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",Sr
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",Ca
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",Zr
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",Si
Aqualite,"(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl",Cl
Aragonite,CaCO_3_,Ca
Aragonite,CaCO_3_,C
Aragonite,CaCO_3_,O
Arakiite,Zn^2+^Mn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_,Zn
Arakiite,Zn^2+^Mn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_,Mn
Arakiite,Zn^2+^Mn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_,Fe
Arakiite,Zn^2+^Mn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_,As
Arakiite,Zn^2+^Mn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_,O
Arakiite,Zn^2+^Mn^2+^_12_Fe^3+^_2_(As^3+^O_3_)(As^5+^O_4_)_2_(OH)_23_,H
Aramayoite,"Ag_3_Sb_2_(Bi,Sb)S_6_",Ag
Aramayoite,"Ag_3_Sb_2_(Bi,Sb)S_6_",Sb
Aramayoite,"Ag_3_Sb_2_(Bi,Sb)S_6_",Bi
Aramayoite,"Ag_3_Sb_2_(Bi,Sb)S_6_",S
Aravaipaite,Pb_3_AlF_9_·H_2_O,Pb
Aravaipaite,Pb_3_AlF_9_·H_2_O,Al
Aravaipaite,Pb_3_AlF_9_·H_2_O,F
Aravaipaite,Pb_3_AlF_9_·H_2_O,H
Aravaipaite,Pb_3_AlF_9_·H_2_O,O
Arcanite,K_2_S^6+^O_4_,K
Arcanite,K_2_S^6+^O_4_,S
Arcanite,K_2_S^6+^O_4_,O
Archerite,H_2_KPO_4_,H
Archerite,H_2_KPO_4_,K
Archerite,H_2_KPO_4_,P
Archerite,H_2_KPO_4_,O
Arctite,(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_,Na
Arctite,(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_,Ca
Arctite,(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_,Ba
Arctite,(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_,P
Arctite,(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_,O
Arctite,(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_,F
Arcubisite,Ag_6_CuBiS_4_,Ag
Arcubisite,Ag_6_CuBiS_4_,Cu
Arcubisite,Ag_6_CuBiS_4_,Bi
Arcubisite,Ag_6_CuBiS_4_,S
Ardaite,Pb_17_Sb_15_S_35_Cl_9_,Pb
Ardaite,Pb_17_Sb_15_S_35_Cl_9_,Sb
Ardaite,Pb_17_Sb_15_S_35_Cl_9_,S
Ardaite,Pb_17_Sb_15_S_35_Cl_9_,Cl
Ardealite,Ca_2_(PO_3_OH)(SO_4_)·4H_2_O,Ca
Ardealite,Ca_2_(PO_3_OH)(SO_4_)·4H_2_O,P
Ardealite,Ca_2_(PO_3_OH)(SO_4_)·4H_2_O,O
Ardealite,Ca_2_(PO_3_OH)(SO_4_)·4H_2_O,H
Ardealite,Ca_2_(PO_3_OH)(SO_4_)·4H_2_O,S
Ardennite-(As),Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_,Mn
Ardennite-(As),Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_,Al
Ardennite-(As),Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_,Mg
Ardennite-(As),Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_,As
Ardennite-(As),Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_,O
Ardennite-(As),Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_,Si
Ardennite-(As),Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_,H
Arfvedsonite,NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_,Na
Arfvedsonite,NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_,Fe
Arfvedsonite,NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_,Si
Arfvedsonite,NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_,O
Arfvedsonite,NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_,H
Argentojarosite,Ag^1+^Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,Ag
Argentojarosite,Ag^1+^Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,Fe
Argentojarosite,Ag^1+^Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,S
Argentojarosite,Ag^1+^Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,O
Argentojarosite,Ag^1+^Fe^3+^_3_(S^6+^O_4_)_2_(OH)_6_,H
Argentopentlandite,"Ag(Fe,Ni)_8_S_8_",Ag
Argentopentlandite,"Ag(Fe,Ni)_8_S_8_",Fe
Argentopentlandite,"Ag(Fe,Ni)_8_S_8_",Ni
Argentopentlandite,"Ag(Fe,Ni)_8_S_8_",S
Argentopyrite,Ag^1+^Fe_2_S^2-^_3_,Ag
Argentopyrite,Ag^1+^Fe_2_S^2-^_3_,Fe
Argentopyrite,Ag^1+^Fe_2_S^2-^_3_,S
Argentotennantite,"Ag^1+^_6_Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_As^3+^_4_S^2-^_13_",Ag
Argentotennantite,"Ag^1+^_6_Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_As^3+^_4_S^2-^_13_",Cu
Argentotennantite,"Ag^1+^_6_Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_As^3+^_4_S^2-^_13_",Fe
Argentotennantite,"Ag^1+^_6_Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_As^3+^_4_S^2-^_13_",Zn
Argentotennantite,"Ag^1+^_6_Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_As^3+^_4_S^2-^_13_",As
Argentotennantite,"Ag^1+^_6_Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_As^3+^_4_S^2-^_13_",S
Argutite,GeO_2_,Ge
Argutite,GeO_2_,O
Argyrodite,Ag_8_GeS_6_,Ag
Argyrodite,Ag_8_GeS_6_,Ge
Argyrodite,Ag_8_GeS_6_,S
Arhbarite,Cu^2+^_2_MgAs^5+^O_4_(OH)_3_,Cu
Arhbarite,Cu^2+^_2_MgAs^5+^O_4_(OH)_3_,Mg
Arhbarite,Cu^2+^_2_MgAs^5+^O_4_(OH)_3_,As
Arhbarite,Cu^2+^_2_MgAs^5+^O_4_(OH)_3_,O
Arhbarite,Cu^2+^_2_MgAs^5+^O_4_(OH)_3_,H
Armalcolite,"(Mg,Fe^2+^)Ti^4+^_2_O_5_",Mg
Armalcolite,"(Mg,Fe^2+^)Ti^4+^_2_O_5_",Fe
Armalcolite,"(Mg,Fe^2+^)Ti^4+^_2_O_5_",Ti
Armalcolite,"(Mg,Fe^2+^)Ti^4+^_2_O_5_",O
Armangite,Mn^2+^_26_As^3+^_18_O_50_(CO_3_)(OH)_4_,Mn
Armangite,Mn^2+^_26_As^3+^_18_O_50_(CO_3_)(OH)_4_,As
Armangite,Mn^2+^_26_As^3+^_18_O_50_(CO_3_)(OH)_4_,O
Armangite,Mn^2+^_26_As^3+^_18_O_50_(CO_3_)(OH)_4_,H
Armangite,Mn^2+^_26_As^3+^_18_O_50_(CO_3_)(OH)_4_,C
Armenite,BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O,Ba
Armenite,BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O,Ca
Armenite,BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O,Al
Armenite,BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O,Si
Armenite,BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O,O
Armenite,BaCa_2_(Al_6_Si_9_)O_30_·2H_2_O,H
Armstrongite,CaZr^4+^Si_6_O_15_·2H_2_O,Ca
Armstrongite,CaZr^4+^Si_6_O_15_·2H_2_O,Zr
Armstrongite,CaZr^4+^Si_6_O_15_·2H_2_O,Si
Armstrongite,CaZr^4+^Si_6_O_15_·2H_2_O,O
Armstrongite,CaZr^4+^Si_6_O_15_·2H_2_O,H
Arsenbrackebuschite,"Pb^2+^_2_(Fe^3+^,Zn^2+^)(As^5+^O_4_)_2_(OH,H_2_O)",Pb
Arsenbrackebuschite,"Pb^2+^_2_(Fe^3+^,Zn^2+^)(As^5+^O_4_)_2_(OH,H_2_O)",Fe
Arsenbrackebuschite,"Pb^2+^_2_(Fe^3+^,Zn^2+^)(As^5+^O_4_)_2_(OH,H_2_O)",Zn
Arsenbrackebuschite,"Pb^2+^_2_(Fe^3+^,Zn^2+^)(As^5+^O_4_)_2_(OH,H_2_O)",As
Arsenbrackebuschite,"Pb^2+^_2_(Fe^3+^,Zn^2+^)(As^5+^O_4_)_2_(OH,H_2_O)",O
Arsenbrackebuschite,"Pb^2+^_2_(Fe^3+^,Zn^2+^)(As^5+^O_4_)_2_(OH,H_2_O)",H
Arsendescloizite,Pb^2+^Zn^2+^As^5+^O_4_(OH),Pb
Arsendescloizite,Pb^2+^Zn^2+^As^5+^O_4_(OH),Zn
Arsendescloizite,Pb^2+^Zn^2+^As^5+^O_4_(OH),As
Arsendescloizite,Pb^2+^Zn^2+^As^5+^O_4_(OH),O
Arsendescloizite,Pb^2+^Zn^2+^As^5+^O_4_(OH),H
Arsenic,As,As
Arseniopleite,CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_,Ca
Arseniopleite,CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_,Na
Arseniopleite,CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_,Mn
Arseniopleite,CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_,Mg
Arseniopleite,CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_,Fe
Arseniopleite,CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_,As
Arseniopleite,CaNaMn^2+^Mn^2+^_2_(As^5+^O_4_)_3_,O
