mineral_name,chemistry_elements
Sphaerobertrandite,O
Sphaerobertrandite,H
Sphaerobismoite,Bi
Sphaerobismoite,O
Spherocobaltite,Co
Spherocobaltite,C
Spherocobaltite,O
Sphalerite,Zn
Sphalerite,S
Spinel,Mg
Spinel,Al
Spinel,O
Spionkopite,Cu
Spionkopite,S
Spiroffite,Mn
Spiroffite,Te
Spiroffite,O
Spodumene,Li
Spodumene,Al
Spodumene,Si
Spodumene,O
Spurrite,Ca
Spurrite,Si
Spurrite,O
Spurrite,C
Srebrodolskite,Ca
Srebrodolskite,Fe
Srebrodolskite,O
Srilankite,Ti
Srilankite,Zr
Srilankite,O
Stalderite,Tl
Stalderite,Cu
Stalderite,Zn
Stalderite,Fe
Stalderite,Hg
Stalderite,As
Stalderite,S
Stanekite,Fe
Stanekite,Mn
Stanekite,O
Stanekite,P
Stannite,Cu
Stannite,Fe
Stannite,Sn
Stannite,S
Stannoidite,Cu
Stannoidite,Fe
Stannoidite,Zn
Stannoidite,Sn
Stannoidite,S
Starkeyite,Mg
Starkeyite,S
Starkeyite,O
Starkeyite,H
Staurolite,Fe
Staurolite,Al
Staurolite,Si
Staurolite,O
Staurolite,H
Steacyite,K
Steacyite,Na
Steacyite,Ca
Steacyite,Th
Steacyite,Si
Steacyite,O
Steenstrupine-(Ce),Na
Steenstrupine-(Ce),Ce
Steenstrupine-(Ce),Mn
Steenstrupine-(Ce),Fe
Steenstrupine-(Ce),Zr
Steenstrupine-(Ce),P
Steenstrupine-(Ce),O
Steenstrupine-(Ce),Si
Steenstrupine-(Ce),H
Stellerite,Ca
Stellerite,Si
Stellerite,Al
Stellerite,O
Stellerite,H
Stenhuggarite,Ca
Stenhuggarite,Fe
Stenhuggarite,Sb
Stenhuggarite,As
Stenhuggarite,O
Stenonite,Sr
Stenonite,Al
Stenonite,C
Stenonite,O
Stenonite,F
Stepanovite,Na
Stepanovite,Mg
Stepanovite,Fe
Stepanovite,C
Stepanovite,O
Stepanovite,H
Stephanite,Ag
Stephanite,Sb
Stephanite,S
Stercorite,N
Stercorite,H
Stercorite,Na
Stercorite,P
Stercorite,O
Sterlinghillite,Mn
Sterlinghillite,As
Sterlinghillite,O
Sterlinghillite,H
Sternbergite,Ag
Sternbergite,Fe
Sternbergite,S
Sterryite,Cu
Sterryite,Ag
Sterryite,Pb
Sterryite,Sb
Sterryite,As
Sterryite,S
Stetefeldtite,Ag
Stetefeldtite,Sb
Stetefeldtite,O
Stetefeldtite,H
Stevensite,Ca
Stevensite,Na
Stevensite,Mg
Stevensite,Si
Stevensite,O
Stevensite,H
Stewartite,Mn
Stewartite,Fe
Stewartite,P
Stewartite,O
Stewartite,H
Stibarsen,Sb
Stibarsen,As
Stibiconite,Sb
Stibiconite,O
Stibiconite,H
Oxycalciopyrochlore,Ca
Oxycalciopyrochlore,Nb
Oxycalciopyrochlore,O
Stibiocolumbite,Sb
Stibiocolumbite,Nb
Stibiocolumbite,O
Stibiocolusite,Cu
Stibiocolusite,V
Stibiocolusite,Sb
Stibiocolusite,Sn
Stibiocolusite,As
Stibiocolusite,S
Oxystibiomicrolite,Sb
Oxystibiomicrolite,Ca
Oxystibiomicrolite,Ta
Oxystibiomicrolite,O
Stibiopalladinite,Pd
Stibiopalladinite,Sb
Stibiotantalite,Sb
Stibiotantalite,Ta
Stibiotantalite,O
Stibivanite,Sb
Stibivanite,V
Stibivanite,O
Stibnite,Sb
Stibnite,S
Stichtite,Mg
Stichtite,Cr
Stichtite,C
Stichtite,O
Stichtite,H
Stilbite-Ca,Na
Stilbite-Ca,Ca
Stilbite-Ca,Si
Stilbite-Ca,Al
Stilbite-Ca,O
Stilbite-Ca,H
Stilbite-Na,Na
Stilbite-Na,Si
Stilbite-Na,Al
Stilbite-Na,O
Stilbite-Na,H
Stilleite,Zn
Stilleite,Se
Stillwaterite,Pd
Stillwaterite,As
Stillwellite-(Ce),Ce
Stillwellite-(Ce),B
Stillwellite-(Ce),Si
Stillwellite-(Ce),O
Stilpnomelane,K
Stilpnomelane,Ca
Stilpnomelane,Na
Stilpnomelane,Fe
Stilpnomelane,Mg
Stilpnomelane,Al
Stilpnomelane,Si
Stilpnomelane,O
Stilpnomelane,H
Stistaite,Sn
Stistaite,Sb
Stokesite,Ca
Stokesite,Sn
Stokesite,Si
Stokesite,O
Stokesite,H
Stolzite,Pb
Stolzite,W
Stolzite,O
Stoppaniite,Fe
Stoppaniite,Be
Stoppaniite,Si
Stoppaniite,O
Stoppaniite,H
Stottite,Fe
Stottite,Ge
Stottite,O
Stottite,H
Straczekite,Ca
Straczekite,K
Straczekite,Ba
Straczekite,V
Straczekite,O
Straczekite,H
Stranskiite,Cu
Stranskiite,Zn
Stranskiite,As
Stranskiite,O
Strashimirite,Cu
Strashimirite,As
Strashimirite,O
Strashimirite,H
Stratlingite,Ca
Stratlingite,Al
Stratlingite,Si
Stratlingite,O
Stratlingite,H
Strelkinite,Na
Strelkinite,U
Strelkinite,O
Strelkinite,V
Strelkinite,H
Strengite,Fe
Strengite,P
Strengite,O
Strengite,H
Stringhamite,Ca
Stringhamite,Cu
Stringhamite,Si
Stringhamite,O
Stringhamite,H
Stromeyerite,Cu
Stromeyerite,Ag
Stromeyerite,S
Stronalsite,Na
Stronalsite,Sr
Stronalsite,Al
Stronalsite,Si
Stronalsite,O
Strontianite,Sr
Strontianite,C
Strontianite,O
Strontiochevkinite,Sr
Strontiochevkinite,Ce
Strontiochevkinite,La
Strontiochevkinite,Fe
Strontiochevkinite,Ti
Strontiochevkinite,Zr
Strontiochevkinite,O
Strontiochevkinite,Si
Strontiodresserite,Sr
Strontiodresserite,Al
Strontiodresserite,C
Strontiodresserite,O
Strontiodresserite,H
Strontioginorite,Sr
Strontioginorite,Ca
Strontioginorite,B
Strontioginorite,O
Strontioginorite,H
Strontiojoaquinite,Na
Strontiojoaquinite,Fe
Strontiojoaquinite,Ba
Strontiojoaquinite,Sr
Strontiojoaquinite,Ti
Strontiojoaquinite,Si
Strontiojoaquinite,O
Strontiojoaquinite,H
Piemontite-(Sr),Ca
Piemontite-(Sr),Sr
Piemontite-(Sr),Mn
Piemontite-(Sr),Al
Piemontite-(Sr),Si
Piemontite-(Sr),O
Piemontite-(Sr),H
Strontiowhitlockite,Sr
Strontiowhitlockite,Mg
Strontiowhitlockite,P
Strontiowhitlockite,O
Strontiowhitlockite,H
Fluorstrophite,Sr
Fluorstrophite,Ca
Fluorstrophite,P
Fluorstrophite,O
Fluorstrophite,F
Strunzite,Mn
Strunzite,Fe
Strunzite,P
Strunzite,O
Strunzite,H
Struvite,N
Struvite,H
Struvite,Mg
Struvite,P
Struvite,O
Studtite,U
Studtite,O
Studtite,H
Stumpflite,Pt
Stumpflite,Sb
Sturmanite,Ca
Sturmanite,Fe
Sturmanite,S
Sturmanite,O
Sturmanite,B
Sturmanite,H
Stutzite,Ag
Stutzite,Te
Suanite,Mg
Suanite,B
Suanite,O
Sudburyite,Pd
Sudburyite,Sb
Sudoite,Mg
Sudoite,Al
Sudoite,Si
Sudoite,O
Sudoite,H
Sudovikovite,Pt
Sudovikovite,Se
Sugilite,K
Sugilite,Na
Sugilite,Fe
Sugilite,Li
Sugilite,Si
Sugilite,O
Sulfoborite,Mg
Sulfoborite,B
Sulfoborite,O
Sulfoborite,H
Sulfoborite,S
Sulfoborite,F
Sulphur,S
Sulphohalite,Na
Sulphohalite,S
Sulphohalite,O
Sulphohalite,Cl
Sulphohalite,F
Sulphotsumoite,Bi
Sulphotsumoite,Te
Sulphotsumoite,S
Sulvanite,Cu
Sulvanite,V
Sulvanite,S
Sundiusite,Pb
Sundiusite,S
Sundiusite,O
Sundiusite,Cl
Surinamite,Mg
Surinamite,Al
Surinamite,O
Surinamite,Si
Surinamite,Be
Surite,Pb
Surite,Ca
Surite,Al
Surite,Si
Surite,O
Surite,C
Surite,H
Sursassite,Mn
Sursassite,Al
Sursassite,Si
Sursassite,O
Sursassite,H
Susannite,Pb
Susannite,S
Susannite,O
Susannite,C
Susannite,H
Sussexite,Mn
Sussexite,B
Sussexite,O
Sussexite,H
Suzukiite,Ba
Suzukiite,V
Suzukiite,Si
Suzukiite,O
Svabite,Ca
Svabite,As
Svabite,O
Svabite,F
Svanbergite,Sr
Svanbergite,Al
Svanbergite,S
Svanbergite,O
Svanbergite,P
Svanbergite,H
Svenekite,Ca
Svenekite,As
Svenekite,O
Svenekite,H
Sverigeite,Na
Sverigeite,Be
Sverigeite,Mn
Sverigeite,Sn
Sverigeite,Si
Sverigeite,O
Sverigeite,H
Svyatoslavite,Ca
Svyatoslavite,Al
Svyatoslavite,Si
Svyatoslavite,O
Swamboite-(Nd),Nd
Swamboite-(Nd),U
Swamboite-(Nd),O
Swamboite-(Nd),Si
Swamboite-(Nd),H
Swartzite,Ca
Swartzite,Mg
Swartzite,U
Swartzite,O
Swartzite,C
Swartzite,H
Swedenborgite,Na
Swedenborgite,Be
Swedenborgite,Sb
Swedenborgite,O
Sweetite,Zn
Sweetite,O
Sweetite,H
Swinefordite,Ca
Swinefordite,Li
Swinefordite,Al
Swinefordite,Mg
Swinefordite,Fe
Swinefordite,Si
Swinefordite,O
Swinefordite,H
Swinefordite,F
Switzerite,Mn
Switzerite,P
Switzerite,O
Switzerite,H
Sylvanite,Ag
Sylvanite,Au
Sylvanite,Te
Sylvite,K
Sylvite,Cl
Symesite,Pb
Symesite,S
Symesite,O
Symesite,Cl
Symesite,H
Symplesite,Fe
Symplesite,As
Symplesite,O
Symplesite,H
Synchysite-(Ce),Ca
Synchysite-(Ce),Ce
Synchysite-(Ce),C
Synchysite-(Ce),O
Synchysite-(Ce),F
Synchysite-(Nd),Ca
Synchysite-(Nd),Nd
Synchysite-(Nd),C
Synchysite-(Nd),O
Synchysite-(Nd),F
Synchysite-(Y),Ca
Synchysite-(Y),Y
Synchysite-(Y),C
Synchysite-(Y),O
Synchysite-(Y),F
Syngenite,K
Syngenite,Ca
Syngenite,S
Syngenite,O
Syngenite,H
Szaibelyite,Mg
Szaibelyite,B
Szaibelyite,O
Szaibelyite,H
Szenicsite,Cu
Szenicsite,Mo
Szenicsite,O
Szenicsite,H
Szmikite,Mn
Szmikite,S
Szmikite,O
Szmikite,H
Szomolnokite,Fe
Szomolnokite,S
Szomolnokite,O
Szomolnokite,H
Szymanskiite,Hg
Szymanskiite,Ni
Szymanskiite,C
Szymanskiite,O
Szymanskiite,H
Tacharanite,Ca
Tacharanite,Al
Tacharanite,Si
Tacharanite,O
Tacharanite,H
Tachyhydrite,Ca
Tachyhydrite,Mg
Tachyhydrite,Cl
Tachyhydrite,H
Tachyhydrite,O
Tadzhikite-(Ce),Ca
Tadzhikite-(Ce),Ce
Tadzhikite-(Ce),Ti
Tadzhikite-(Ce),B
Tadzhikite-(Ce),Si
Tadzhikite-(Ce),O
Tadzhikite-(Ce),H
Taenite,Fe
Taenite,Ni
Taikanite,Ba
Taikanite,Sr
Taikanite,Mn
Taikanite,O
Taikanite,Si
Taimyrite-I,Pd
Taimyrite-I,Cu
Taimyrite-I,Pt
Taimyrite-I,Sn
Tainiolite,K
Tainiolite,Li
Tainiolite,Mg
Tainiolite,Si
Tainiolite,O
Tainiolite,F
Takanelite,Mn
Takanelite,Ca
Takanelite,O
Takanelite,H
Takedaite,Ca
Takedaite,B
Takedaite,O
Takeuchiite,Mg
Takeuchiite,Mn
Takeuchiite,O
Takeuchiite,B
Takovite,Ni
Takovite,Al
Takovite,C
Takovite,O
Takovite,H
Talc,Mg
Talc,Si
Talc,O
Talc,H
Talmessite,Ca
Talmessite,Mg
Talmessite,As
Talmessite,O
Talmessite,H
Talnakhite,Cu
Talnakhite,Fe
Talnakhite,S
Tamaite,Ca
Tamaite,K
Tamaite,Na
Tamaite,Mn
Tamaite,Si
Tamaite,Al
Tamaite,O
Tamaite,H
Tamarugite,Na
Tamarugite,Al
Tamarugite,S
Tamarugite,O
Tamarugite,H
Tancoite,H
Tancoite,Li
Tancoite,Na
Tancoite,Al
Tancoite,P
Tancoite,O
Tangeite,Ca
Tangeite,Cu
Tangeite,V
Tangeite,O
Tangeite,H
Tantalaeschynite-(Y),Y
Tantalaeschynite-(Y),Ta
Tantalaeschynite-(Y),Ti
Tantalaeschynite-(Y),Nb
Tantalaeschynite-(Y),O
Tantalcarbide,Ta
Tantalcarbide,C
Tanteuxenite-(Y),Y
Tanteuxenite-(Y),Ta
Tanteuxenite-(Y),Nb
Tanteuxenite-(Y),Ti
Tanteuxenite-(Y),O
Tanteuxenite-(Y),H
Tantite,Ta
Tantite,O
Taramellite,Ba
Taramellite,Fe
Taramellite,Ti
Taramellite,O
Taramellite,B
Taramellite,Si
Taramellite,Cl
Taramite,Na
Taramite,Ca
Taramite,Mg
Taramite,Al
Taramite,Si
Taramite,O
Taramite,H
Taranakite,K
Taranakite,Al
Taranakite,P
Taranakite,O
Taranakite,H
Tarapacaite,K
Tarapacaite,Cr
Tarapacaite,O
Tarbuttite,Zn
Tarbuttite,P
Tarbuttite,O
Tarbuttite,H
Taseqite,Na
Taseqite,Sr
Taseqite,Ca
Taseqite,Fe
Taseqite,Zr
Taseqite,Nb
Taseqite,Si
Taseqite,O
Taseqite,H
Taseqite,Cl
Tatarskite,Ca
Tatarskite,Mg
Tatarskite,S
Tatarskite,O
Tatarskite,C
Tatarskite,H
Tatarskite,Cl
Tatyanaite,Pt
Tatyanaite,Pd
Tatyanaite,Cu
Tatyanaite,Sn
Tausonite,Sr
Tausonite,Ti
Tausonite,O
Tavorite,Li
Tavorite,Fe
Tavorite,P
Tavorite,O
Tavorite,H
Tazheranite,Zr
Tazheranite,Ti
Tazheranite,Ca
Tazheranite,O
Teallite,Pb
Teallite,Sn
Teallite,S
Tedhadleyite,Hg
Tedhadleyite,O
Tedhadleyite,I
Tedhadleyite,Cl
Tedhadleyite,Br
Teepleite,Na
Teepleite,B
Teepleite,O
Teepleite,H
Teepleite,Cl
Tegengrenite,Mn
Tegengrenite,Sb
Tegengrenite,Mg
Tegengrenite,O
Teineite,Cu
Teineite,Te
Teineite,O
Teineite,H
Telargpalite,Pd
Telargpalite,Ag
Telargpalite,Te
Tellurantimony,Sb
Tellurantimony,Te
Tellurite,Te
Tellurite,O
Tellurium,Te
Tellurobismuthite,Bi
Tellurobismuthite,Te
Tellurohauchecornite,Ni
Tellurohauchecornite,Bi
Tellurohauchecornite,Te
Tellurohauchecornite,S
Telluronevskite,Bi
Telluronevskite,Te
Telluronevskite,Se
Telluropalladinite,Pd
Telluropalladinite,Te
Telyushenkoite,Cs
Telyushenkoite,Na
Telyushenkoite,Be
Telyushenkoite,Al
Telyushenkoite,Si
Telyushenkoite,O
Telyushenkoite,F
Temagamite,Pd
Temagamite,Hg
Temagamite,Te
Tengchongite,Ca
Tengchongite,U
Tengchongite,O
Tengchongite,Mo
Tengchongite,H
Tengerite-(Y),Y
Tengerite-(Y),C
Tengerite-(Y),O
Tengerite-(Y),H
Tennantite,Cu
Tennantite,As
Tennantite,S
Tenorite,Cu
Tenorite,O
Tephroite,Mn
Tephroite,Si
Tephroite,O
Terlinguaite,Hg
Terlinguaite,O
Terlinguaite,Cl
Ternesite,Ca
Ternesite,Si
Ternesite,O
Ternesite,S
Ternovite,Mg
Ternovite,Nb
Ternovite,O
Ternovite,H
Terskite,Na
Terskite,Zr
Terskite,Si
Terskite,O
Terskite,H
Teschemacherite,N
Teschemacherite,H
Teschemacherite,C
Teschemacherite,O
Tetra-auricupride,Cu
Tetra-auricupride,Au
Tetraferriannite,K
Tetraferriannite,Fe
Tetraferriannite,Si
Tetraferriannite,O
Tetraferriannite,H
Tetraferriphlogopite,K
Tetraferriphlogopite,Mg
Tetraferriphlogopite,Si
Tetraferriphlogopite,Fe
Tetraferriphlogopite,O
Tetraferriphlogopite,H
Tetradymite,Bi
Tetradymite,Te
Tetradymite,S
Tetraferroplatinum,Pt
Tetraferroplatinum,Fe
Tetrahedrite,Cu
Tetrahedrite,Sb
Tetrahedrite,S
Tetrarooseveltite,Bi
Tetrarooseveltite,As
Tetrarooseveltite,O
Tetrataenite,Fe
Tetrataenite,Ni
Tetrawickmanite,Mn
Tetrawickmanite,Sn
Tetrawickmanite,O
Tetrawickmanite,H
Thadeuite,Ca
Thadeuite,Mg
Thadeuite,P
Thadeuite,O
Thadeuite,H
Thadeuite,F
Thalcusite,Cu
Thalcusite,Fe
Thalcusite,Tl
Thalcusite,S
Thalenite-(Y),Y
Thalenite-(Y),Si
Thalenite-(Y),O
Thalenite-(Y),F
Thalfenisite,Tl
Thalfenisite,Fe
Thalfenisite,Ni
Thalfenisite,S
Thalfenisite,Cl
Thaumasite,Ca
Thaumasite,Si
Thaumasite,O
Thaumasite,H
Thaumasite,S
Thaumasite,C
Theisite,Cu
Theisite,Zn
Theisite,As
Theisite,O
Theisite,H
Thenardite,Na
Thenardite,S
Thenardite,O
Theoparacelsite,Cu
Theoparacelsite,O
Theoparacelsite,H
Theoparacelsite,As
Theophrastite,Ni
Theophrastite,O
Theophrastite,H
Theresemagnanite,Na
Theresemagnanite,Co
Theresemagnanite,S
Theresemagnanite,O
Theresemagnanite,H
Theresemagnanite,Cl
Thermonatrite,Na
Thermonatrite,C
Thermonatrite,O
Thermonatrite,H
Thomasclarkite-(Y),Na
Thomasclarkite-(Y),Y
Thomasclarkite-(Y),H
Thomasclarkite-(Y),C
Thomasclarkite-(Y),O
Thometzekite,Pb
Thometzekite,Cu
Thometzekite,As
Thometzekite,O
Thometzekite,H
Thomsenolite,Na
Thomsenolite,Ca
Thomsenolite,Al
Thomsenolite,F
Thomsenolite,H
Thomsenolite,O
Thomsonite-Ca,Na
Thomsonite-Ca,Ca
Thomsonite-Ca,Al
Thomsonite-Ca,Si
Thomsonite-Ca,O
Thomsonite-Ca,H
Thomsonite-Sr,Na
Thomsonite-Sr,Sr
Thomsonite-Sr,Al
Thomsonite-Sr,Si
Thomsonite-Sr,O
Thomsonite-Sr,H
Thorbastnasite,Th
Thorbastnasite,Ca
Thorbastnasite,C
Thorbastnasite,O
Thorbastnasite,F
Thorbastnasite,H
Thoreaulite,Sn
Thoreaulite,Ta
Thoreaulite,O
Thorianite,Th
Thorianite,O
Thorikosite,Pb
Thorikosite,O
Thorikosite,Sb
Thorikosite,H
Thorikosite,Cl
Thorite,Th
Thorite,Si
Thorite,O
Thornasite,Na
Thornasite,Th
Thornasite,Si
Thornasite,O
Thornasite,H
Thorosteenstrupine,Ca
Thorosteenstrupine,Th
Thorosteenstrupine,Mn
Thorosteenstrupine,Si
Thorosteenstrupine,O
Thorosteenstrupine,F
Thorosteenstrupine,H
Thortveitite,Sc
Thortveitite,Si
Thortveitite,O
Thorutite,Th
Thorutite,U
Thorutite,Ca
Thorutite,Ti
Thorutite,O
Thorutite,H
Threadgoldite,Al
Threadgoldite,U
Threadgoldite,O
Threadgoldite,P
Threadgoldite,H
Tiemannite,Hg
Tiemannite,Se
Tienshanite,K
Tienshanite,Na
Tienshanite,Ca
Tienshanite,Ba
Tienshanite,Mn
Tienshanite,Ti
Tienshanite,B
Tienshanite,Si
Tienshanite,O
Tienshanite,H
Tienshanite,F
Tiettaite,Na
Tiettaite,Fe
Tiettaite,Ti
Tiettaite,Si
Tiettaite,O
Tiettaite,H
Tilasite,Ca
Tilasite,Mg
Tilasite,As
Tilasite,O
Tilasite,F
Tilleyite,Ca
Tilleyite,Si
Tilleyite,O
Tilleyite,C
Tillmannsite,Hg
Tillmannsite,Ag
Tillmannsite,V
Tillmannsite,O
Tin,Sn
Tinaksite,K
Tinaksite,Na
Tinaksite,Ca
Tinaksite,Ti
Tinaksite,Si
Tinaksite,O
Tinaksite,H
Tincalconite,Na
Tincalconite,B
Tincalconite,O
Tincalconite,H
Tinsleyite,K
Tinsleyite,Al
Tinsleyite,P
Tinsleyite,O
Tinsleyite,H
Tinticite,Fe
Tinticite,P
Tinticite,O
Tinticite,H
Tintinaite,Pb
Tintinaite,Cu
Tintinaite,Sb
Tintinaite,S
Tinzenite,Ca
Tinzenite,Mn
Tinzenite,Al
Tinzenite,B
Tinzenite,Si
Tinzenite,O
Tinzenite,H
Tiptopite,K
Tiptopite,Li
Tiptopite,Na
Tiptopite,Ca
Tiptopite,Be
Tiptopite,P
Tiptopite,O
Tiptopite,H
Tiragalloite,Mn
Tiragalloite,As
Tiragalloite,Si
Tiragalloite,O
Tiragalloite,H
Tischendorfite,Pd
Tischendorfite,Hg
Tischendorfite,Se
Tisinalite,Na
Tisinalite,Mn
Tisinalite,Ti
Tisinalite,Si
Tisinalite,O
Tisinalite,H
Titanite,Ca
Titanite,Ti
Titanite,Si
Titanite,O
Titanowodginite,Mn
Titanowodginite,Ti
Titanowodginite,Ta
Titanowodginite,O
Titantaramellite,Ba
Titantaramellite,Ti
Titantaramellite,Fe
Titantaramellite,Mg
Titantaramellite,O
Titantaramellite,H
Titantaramellite,B
Titantaramellite,Si
Titantaramellite,Cl
Tivanite,Ti
Tivanite,V
Tivanite,O
Tivanite,H
Tlalocite,Cu
Tlalocite,Zn
Tlalocite,Te
Tlalocite,O
Tlalocite,Cl
Tlalocite,H
Tlapallite,H
Tlapallite,Ca
Tlapallite,Pb
Tlapallite,Cu
Tlapallite,Zn
Tlapallite,O
Tlapallite,S
Tlapallite,Te
Tobermorite,Ca
Tobermorite,Si
Tobermorite,O
Tobermorite,H
Tochilinite,Fe
Tochilinite,S
Tochilinite,Mg
Tochilinite,O
Tochilinite,H
Todorokite,Na
Todorokite,Ca
Todorokite,K
Todorokite,Ba
Todorokite,Sr
Todorokite,Mn
Todorokite,Mg
Todorokite,Al
Todorokite,O
Todorokite,H
Tokkoite,K
Tokkoite,Ca
Tokkoite,Si
Tokkoite,O
Tokkoite,H
Tokkoite,F
Tolbachite,Cu
Tolbachite,Cl
Tolovkite,Ir
Tolovkite,Sb
Tolovkite,S
Tomichite,V
Tomichite,Ti
Tomichite,As
Tomichite,O
Tomichite,H
Tongbaite,Cr
Tongbaite,C
Tooeleite,Fe
Tooeleite,As
Tooeleite,O
Tooeleite,S
Tooeleite,H
Topaz,Al
Topaz,Si
Topaz,O
Topaz,F
Torbernite,Cu
Torbernite,U
Torbernite,O
Torbernite,P
Torbernite,H
Tornebohmite-(Ce),Ce
Tornebohmite-(Ce),Al
Tornebohmite-(Ce),Si
Tornebohmite-(Ce),O
Tornebohmite-(Ce),H
Tornebohmite-(La),La
Tornebohmite-(La),Al
Tornebohmite-(La),Si
Tornebohmite-(La),O
Tornebohmite-(La),H
Torreyite,Mg
Torreyite,Zn
Torreyite,S
Torreyite,O
Torreyite,H
Tosudite,Na
Tosudite,Al
Tosudite,Mg
Tosudite,Si
Tosudite,O
Tosudite,H
Tounkite,Na
Tounkite,Ca
Tounkite,K
Tounkite,Si
Tounkite,Al
Tounkite,O
Tounkite,S
Tounkite,Cl
Tounkite,H
Trabzonite,Ca
Trabzonite,Si
Trabzonite,O
Trabzonite,H
Traskite,Ba
Traskite,Ca
Traskite,Fe
Traskite,Mn
Traskite,Ti
Traskite,Mg
Traskite,Si
Traskite,O
Traskite,H
Traskite,Cl
Treasurite,Ag
Treasurite,Pb
Treasurite,Bi
Treasurite,S
Trechmannite,Ag
Trechmannite,As
Trechmannite,S
Trembathite,Mg
Trembathite,B
Trembathite,O
Trembathite,Cl
Tremolite,Ca
Tremolite,Mg
Tremolite,Fe
Tremolite,Si
Tremolite,O
Tremolite,H
Trevorite,Ni
Trevorite,Fe
Trevorite,O
Triangulite,Al
Triangulite,U
Triangulite,O
Triangulite,P
Triangulite,H
Tridymite,Si
Tridymite,O
Trigonite,Pb
Trigonite,Mn
Trigonite,As
Trigonite,O
Trigonite,H
Trilithionite,K
Trilithionite,Li
Trilithionite,Al
Trilithionite,Si
Trilithionite,O
Trilithionite,F
Trimerite,Ca
Trimerite,Be
Trimerite,Mn
Trimerite,Si
Trimerite,O
Triphylite,Li
Triphylite,Fe
Triphylite,P
Triphylite,O
Triplite,Mn
Triplite,Fe
Triplite,P
Triplite,O
Triplite,F
Triplite,H
Triploidite,Mn
Triploidite,P
Triploidite,O
Triploidite,H
Trippkeite,Cu
Trippkeite,As
Trippkeite,O
Tripuhyite,Fe
Tripuhyite,Sb
Tripuhyite,O
Tritomite-(Ce),Ce
Tritomite-(Ce),Si
Tritomite-(Ce),O
Tritomite-(Ce),B
Tritomite-(Ce),H
Trogerite,H
Trogerite,O
Trogerite,U
Trogerite,As
Trogtalite,Co
Trogtalite,Se
Troilite,Fe
Troilite,S
Trolleite,Al
Trolleite,P
Trolleite,O
Trolleite,H
Trona,Na
Trona,H
Trona,C
Trona,O
Truscottite,Ca
Truscottite,Si
Truscottite,O
Truscottite,H
Trustedtite,Ni
Trustedtite,Se
Tsaregorodtsevite,N
Tsaregorodtsevite,C
Tsaregorodtsevite,H
Tsaregorodtsevite,Si
Tsaregorodtsevite,Al
Tsaregorodtsevite,O
Tschermakite,Ca
Tschermakite,Mg
Tschermakite,Al
Tschermakite,Si
Tschermakite,O
Tschermakite,H
Tschermigite,N
Tschermigite,H
Tschermigite,Al
Tschermigite,S
Tschermigite,O
Tschernichite,Ca
Tschernichite,Al
Tschernichite,Si
Tschernichite,O
Tschernichite,H
Tschortnerite,Ca
Tschortnerite,K
Tschortnerite,Sr
Tschortnerite,Ba
Tschortnerite,Cu
Tschortnerite,Al
Tschortnerite,Si
Tschortnerite,O
Tschortnerite,H
Tsepinite-Na,Na
Tsepinite-Na,H
Tsepinite-Na,O
Tsepinite-Na,K
Tsepinite-Na,Sr
Tsepinite-Na,Ba
Tsepinite-Na,Ti
Tsepinite-Na,Nb
Tsepinite-Na,Si
Tsnigriite,Ag
Tsnigriite,Sb
Tsnigriite,Te
Tsnigriite,S
Tsumcorite,Pb
Tsumcorite,Zn
Tsumcorite,As
Tsumcorite,O
Tsumcorite,H
Tsumebite,Pb
Tsumebite,Cu
Tsumebite,P
Tsumebite,O
Tsumebite,S
Tsumebite,H
Tsumoite,Bi
Tsumoite,Te
Tucekite,Ni
Tucekite,Sb
Tucekite,S
Tugarinovite,Mo
Tugarinovite,O
Tugtupite,Na
Tugtupite,Be
Tugtupite,Al
Tugtupite,Si
Tugtupite,O
Tugtupite,Cl
Tuhualite,Na
Tuhualite,Fe
Tuhualite,Si
Tuhualite,O
Tulameenite,Cu
Tulameenite,Fe
Tulameenite,Pt
Tuliokite,Na
Tuliokite,Ba
Tuliokite,Th
Tuliokite,C
Tuliokite,O
Tuliokite,H
Tumchaite,Na
Tumchaite,Zr
Tumchaite,Si
Tumchaite,O
Tumchaite,H
Tundrite-(Ce),Na
Tundrite-(Ce),Ce
Tundrite-(Ce),Ti
Tundrite-(Ce),O
Tundrite-(Ce),Si
Tundrite-(Ce),C
Tundrite-(Nd),Na
Tundrite-(Nd),Nd
Tundrite-(Nd),Ti
Tundrite-(Nd),O
Tundrite-(Nd),Si
Tundrite-(Nd),C
Tunellite,Sr
Tunellite,B
Tunellite,O
Tunellite,H
Tungstenite,W
Tungstenite,S
Tungstibite,Sb
Tungstibite,W
Tungstibite,O
Tungstite,W
Tungstite,O
Tungstite,H
Tungusite,Ca
Tungusite,Fe
Tungusite,Si
Tungusite,O
Tungusite,H
Tuperssuatsiaite,Na
Tuperssuatsiaite,Fe
Tuperssuatsiaite,Mn
Tuperssuatsiaite,Si
Tuperssuatsiaite,O
Tuperssuatsiaite,H
Turanite,Cu
Turanite,V
Turanite,O
Turanite,H
Turkestanite,K
Turkestanite,Ca
Turkestanite,Na
Turkestanite,Th
Turkestanite,Si
Turkestanite,O
Turkestanite,H
Turneaureite,Ca
Turneaureite,As
Turneaureite,O
Turneaureite,Cl
Turquoise,Cu
Turquoise,Al
Turquoise,P
Turquoise,O
Turquoise,H
Tuscanite,K
Tuscanite,Ca
