mineral_name,mineral_id,ima_chemistry,rruff_chemistry
Gainesite,2022,"Na<sub>2</sub>(Be,Li)Zr<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>·1.5H<sub>2</sub>O","Na_2_(Be,Li)Zr^4+^_2_(PO_4_)_4_·1.5H_2_O"
Gaitite,2023,Ca<sub>2</sub>Zn(AsO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,Ca^2+^_2_Zn^2+^(As^5+^O_4_)_2_·2H_2_O
Galaxite,2024,Mn^2+^Al<sub>2</sub>O<sub>4</sub>,Mn^2+^Al_2_O_4_
Galeite,2025,Na<sub>15</sub>(SO<sub>4</sub>)<sub>5</sub>ClF<sub>4</sub>,Na_15_(S^6+^O_4_)_5_ClF_4_
Galena,2026,PbS,Pb^2+^S^2-^
Galenobismutite,2027,PbBi<sub>2</sub>S<sub>4</sub>,PbBi_2_S_4_
Galgenbergite-(Ce),2028,CaCe<sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>·H<sub>2</sub>O,CaCe^3+^_2_(CO_3_)_4_·H_2_O
Galkhaite,2030,(Hg<sub>5</sub>Cu)CsAs<sub>4</sub>S<sub>12</sub>,(Hg^2+^_5_Cu^1+^)Cs^1+^As^3+^_4_S^2-^_12_
Gallite,2031,CuGaS<sub>2</sub>,Cu^1+^Ga^3+^S^2-^_2_
Gallobeudantite,2032,PbGa<sub>3</sub>(AsO<sub>4</sub>)(SO<sub>4</sub>)(OH)<sub>6</sub>,Pb^2+^Ga^3+^_3_(As^5+^O_4_)(S^6+^O_4_)(OH)_6_
Gamagarite,2033,Ba<sub>2</sub>Fe^3+^(VO<sub>4</sub>)<sub>2</sub>(OH),Ba_2_Fe^3+^(V^5+^O_4_)_2_(OH)
Gananite,2034,BiF<sub>3</sub>,Bi^3+^F_3_
Ganomalite,2035,Pb<sub>9</sub>Ca<sub>6</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>(SiO<sub>4</sub>)O,Pb^2+^_3_Ca_2_(SiO_4_)(Si_2_O_7_)
Ganophyllite,2036,"(K,Na)_x_Mn^2+^<sub>6</sub>(Si,Al)<sub>10</sub>O<sub>24</sub>(OH)<sub>4</sub>·nH<sub>2</sub>O (x = 1-2; n = 7-11)","(K,Na)_1-2_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·7-11H_2_O"
Garavellite,2039,FeSbBiS<sub>4</sub>,Fe^2+^Sb^3+^Bi^3+^S^2-^_4_
Garrelsite,2040,NaBa<sub>3</sub>B<sub>7</sub>Si<sub>2</sub>O<sub>16</sub>(OH)<sub>4</sub>,NaBa_3_B_7_Si_2_O_16_(OH)_4_
Garronite-Ca,2042,Ca<sub>3</sub>(Al<sub>6</sub>Si<sub>10</sub>O<sub>32</sub>)·14H<sub>2</sub>O,NaCa_2.5_(Si_10_Al_6_)O_32_·14H_2_O
Gartrellite,2043,PbCuFe^3+^(AsO<sub>4</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O,Pb^2+^Cu^2+^Fe^3+^(As^5+^O_4_)_2_(OH)·H_2_O
Gasparite-(Ce),2045,Ce(AsO<sub>4</sub>),Ce^3+^As^5+^O_4_
Gaspeite,2046,Ni(CO<sub>3</sub>),Ni^2+^CO_3_
Gatehouseite,2047,Mn^2+^<sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,Mn^2+^_5_(PO_4_)_2_(OH)_4_
Gatumbaite,2049,CaAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·H<sub>2</sub>O,CaAl_2_(PO_4_)_2_(OH)_2_·H_2_O
Gaudefroyite,2050,Ca<sub>4</sub>Mn^3+^<sub>3</sub>(BO<sub>3</sub>)<sub>3</sub>(CO<sub>3</sub>)O<sub>3</sub>,Ca_4_Mn^3+^_3_(BO_3_)_3_(CO_3_)O_3_
Gaultite,2051,Na<sub>4</sub>Zn<sub>2</sub>Si<sub>7</sub>O<sub>18</sub>·5H<sub>2</sub>O,Na_4_Zn^2+^_2_Si_7_O_18_·5H_2_O
Gaylussite,2052,Na<sub>2</sub>Ca(CO<sub>3</sub>)<sub>2</sub>·5H<sub>2</sub>O,Na_2_Ca(CO_3_)_2_·5H_2_O
Gearksutite,2053,CaAlF<sub>4</sub>(OH)·H<sub>2</sub>O,CaAlF_4_(OH)·H_2_O
Gebhardite,2054,Pb<sub>8</sub>As^3+^<sub>4</sub>O<sub>11</sub>Cl<sub>6</sub>,Pb^2+^_8_As^3+^_4_O_11_Cl_6_
Gedrite,2055,[box]Mg<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,[box]Mg_2_(Mg_3_Al_2_)(Si_6_Al_2_)O_22_(OH)_2_
Geerite,2056,Cu<sub>8</sub>S<sub>5</sub>,Cu_8_S_5_
Geffroyite,2057,"(Cu,Fe,Ag)<sub>9</sub>Se<sub>8</sub>","(Cu,Fe,Ag)_9_Se_8_"
Gehlenite,2058,Ca<sub>2</sub>Al(SiAl)O<sub>7</sub>,Ca_2_Al(SiAl)O_7_
Geigerite,2059,Mn^2+^<sub>5</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)<sub>2</sub>·10H<sub>2</sub>O,Mn^2+^_5_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·10H_2_O
Geikielite,2060,MgTiO<sub>3</sub>,MgTi^4+^O_3_
Geminite,2061,Cu^2+^(AsO<sub>3</sub>OH)·H<sub>2</sub>O,Cu^2+^(As^5+^O_3_OH)·H_2_O
Genthelvite,2063,Be<sub>3</sub>Zn<sub>4</sub>(SiO<sub>4</sub>)<sub>3</sub>S,Be_3_Zn^2+^_4_(SiO_4_)_3_S^2-^
Geocronite,2064,"Pb<sub>14</sub>(Sb,As)<sub>6</sub>S<sub>23</sub>","Pb^2+^_14_(Sb^3+^,As^3+^)_6_S^2-^_23_"
Georgbokiite,2065,Cu<sub>5</sub>O<sub>2</sub>(Se^4+^O<sub>3</sub>)<sub>2</sub>Cl<sub>2</sub>,Cu^2+^_5_O_2_(Se^4+^O_3_)_2_Cl_2_
Georgechaoite,2066,KNaZrSi<sub>3</sub>O<sub>9</sub>·2H<sub>2</sub>O,KNaZr^4+^Si_3_O_9_·2H_2_O
George-ericksenite,2067,Na<sub>6</sub>CaMg(IO<sub>3</sub>)<sub>6</sub>(CrO<sub>4</sub>)<sub>2</sub>·12H<sub>2</sub>O,Na_6_CaMg(I^5+^O_3_)_6_(Cr^6+^O_4_)_2_·12H_2_O
Georgeite,2068,Cu<sub>2</sub>(CO<sub>3</sub>)(OH)<sub>2</sub>,Cu^2+^_2_CO_3_(OH)_2_
Georgiadesite,2069,Pb<sub>4</sub>(As^3+^O<sub>3</sub>)Cl<sub>4</sub>(OH),Pb^2+^_4_(As^3+^O_3_)Cl_4_(OH)
Gerdtremmelite,2070,ZnAl<sub>2</sub>(AsO<sub>4</sub>)(OH)<sub>5</sub>,Zn^2+^Al_2_As^5+^O_4_(OH)_5_
Gerenite-(Y),2071,"(Ca,Na,[box])<sub>2</sub>Y<sub>3</sub>Si<sub>6</sub>O<sub>18</sub>·2H<sub>2</sub>O",NaCaY^3+^_3_Si_6_O_18_·2H_2_O
Gerhardtite,2072,Cu<sub>2</sub>(NO<sub>3</sub>)(OH)<sub>3</sub>,Cu^2+^_2_N^5+^O_3_(OH)_3_
Germanite,2073,Cu<sub>13</sub>Fe<sub>2</sub>Ge<sub>2</sub>S<sub>16</sub>,Cu^1+^_8_Cu^2+^_5_Fe^3+^_2_Ge^4+^_2_S^2-^_16_
Germanocolusite,2074,Cu<sub>13</sub>VGe<sub>3</sub>S<sub>16</sub>,Cu^1+^_9_Cu^2+^_4_V^3+^Ge^4+^_3_S^2-^_16_
Gerstleyite,2076,"Na<sub>2</sub>(Sb,As)<sub>8</sub>S<sub>13</sub>·2H<sub>2</sub>O","Na_2_(Sb,As)_8_S_13_·2H_2_O"
Gerstmannite,2077,Mn^2+^MgZn(SiO<sub>4</sub>)(OH)<sub>2</sub>,Mn^2+^MgZn^2+^SiO_4_(OH)_2_
Getchellite,2078,SbAsS<sub>3</sub>,SbAsS_3_
Geversite,2079,PtSb<sub>2</sub>,PtSb_2_
Gianellaite,2080,(Hg<sub>2</sub>N)<sub>2</sub>(SO<sub>4</sub>)(H<sub>2</sub>O)_x_,[(N^3-^Hg^2+^_2_)_2_](S^6+^O_4_)(H_2_O)_<i>x</i>_
Gibbsite,2081,Al(OH)<sub>3</sub>,Al(OH)_3_
Gilalite,2082,Cu<sub>5</sub>Si<sub>6</sub>O<sub>17</sub>·7H<sub>2</sub>O,Cu^2+^_5_Si_6_O_17_·7H_2_O
Gillespite,2083,BaFe^2+^Si<sub>4</sub>O<sub>10</sub>,BaFe^2+^Si_4_O_10_
Gilmarite,2085,Cu^2+^<sub>3</sub>(AsO<sub>4</sub>)(OH)<sub>3</sub>,Cu^2+^_3_(As^5+^O_4_)(OH)_3_
Giniite,2086,Fe^2+^Fe^3+^<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O,Fe^2+^Fe^3+^_4_(PO_4_)_4_(OH)_2_·2H_2_O
Ginorite,2087,Ca<sub>2</sub>B<sub>14</sub>O<sub>20</sub>(OH)<sub>6</sub>·5H<sub>2</sub>O,Ca_2_B_14_O_20_(OH)_6_·5H_2_O
Giorgiosite,2088,Mg<sub>5</sub>(CO<sub>3</sub>)<sub>4</sub>(OH)<sub>2</sub>·5H<sub>2</sub>O,Mg_5_(CO_3_)_4_(OH)_2_·5H_2_O
Giraudite,2089,"Cu<sub>6</sub>[Cu<sub>4</sub>(Fe,Zn)<sub>2</sub>]As<sub>4</sub>Se<sub>13</sub>","Cu^1+^_6_[Cu^1+^_4_(Fe^2+^,Zn^2+^)_2_]As^3+^_4_Se^2-^_13_"
Girvasite,2091,NaCa<sub>2</sub>Mg<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>[PO<sub>2</sub>(OH)<sub>2</sub>](CO<sub>3</sub>)(OH)<sub>2</sub>·4H<sub>2</sub>O,NaCa_2_Mg_3_(PO_4_)_2_[PO_2_(OH)_2_]CO_3_(OH)_2_·4H_2_O
Gismondine,2092,Ca<sub>2</sub>(Si<sub>4</sub>Al<sub>4</sub>)O<sub>16</sub>·8H<sub>2</sub>O,Ca_2_(Si_4_Al_4_)O_16_·8H_2_O
Gittinsite,2093,CaZrSi<sub>2</sub>O<sub>7</sub>,CaZr^4+^Si_2_O_7_
Gladite,2096,CuPbBi<sub>5</sub>S<sub>9</sub>,CuPbBi_5_S_9_
Gladiusite,2097,Fe^3+^<sub>2</sub>Fe^2+^<sub>4</sub>(PO<sub>4</sub>)(OH)<sub>11</sub>·H<sub>2</sub>O,Fe^3+^_2_Fe^2+^_4_PO_4_(OH)_11_·H_2_O
Glagolevite,2098,"Na(Mg,Al)<sub>6</sub>(Si<sub>3</sub>Al)O<sub>10</sub>(OH,O)<sub>8</sub>","Na(Mg,Al)_6_(Si_3_Al)O_10_(OH,O)_8_"
Glauberite,2099,Na<sub>2</sub>Ca(SO<sub>4</sub>)<sub>2</sub>,Na_2_Ca(S^6+^O_4_)_2_
Glaucocerinite,2100,"(Zn_1-x_Al_x_)(SO<sub>4</sub>)_x/2_(OH)<sub>2</sub>·nH<sub>2</sub>O (x < 0.5, n > 3x/2)","Zn^2+^_1-x_Al_x_(S^6+^O_4_)_x/2_(OH)_2_·nH_2_O  (x<0.5, n>3x/2)"
Glaucochroite,2101,CaMn^2+^(SiO<sub>4</sub>),CaMn^2+^SiO_4_
Glaucodot,2102,(Co<sub>0.5</sub>Fe<sub>0.5</sub>)AsS,Co^3+^Fe^3+^(AsS)^3-^_2_
Glaucophane,2104,[box]Na<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,[box]Na_2_(Mg_3_Al_2_)Si_8_O_22_(OH)_2_
Glaukosphaerite,2105,CuNi(CO<sub>3</sub>)(OH)<sub>2</sub>,Cu^2+^Ni^2+^CO_3_(OH)_2_
Glucine,2106,CaBe<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·0.5H<sub>2</sub>O,CaBe_4_(PO_4_)_2_(OH)_4_·0.5H_2_O
Glushinskite,2107,Mg(C<sub>2</sub>O<sub>4</sub>)·2H<sub>2</sub>O,Mg(C_2_)^6+^O_4_·2H_2_O
Gmelinite-Ca,2108,Ca<sub>2</sub>(Si<sub>8</sub>Al<sub>4</sub>)O<sub>24</sub>·11H<sub>2</sub>O,Ca_2_(Si_8_Al_4_)O_24_·11H_2_O
Gmelinite-K,2109,K<sub>4</sub>(Si<sub>8</sub>Al<sub>4</sub>)O<sub>24</sub>·11H<sub>2</sub>O,K_4_(Si_8_Al_4_)O_24_·11H_2_O
Gmelinite-Na,2110,Na<sub>4</sub>(Si<sub>8</sub>Al<sub>4</sub>)O<sub>24</sub>·11H<sub>2</sub>O,Na_4_(Si_8_Al_4_)O_24_·11H_2_O
Gobbinsite,2111,Na<sub>5</sub>(Si<sub>11</sub>Al<sub>5</sub>)O<sub>32</sub>·11H<sub>2</sub>O,Na_5_(Si_11_Al_5_)O_32_·11H_2_O
Godlevskite,2112,"(Ni,Fe)<sub>9</sub>S<sub>8</sub>","(Ni,Fe)_9_S_8_"
Godovikovite,2113,(NH<sub>4</sub>)Al(SO<sub>4</sub>)<sub>2</sub>,(N^3-^H_4_)Al(S^6+^O_4_)_2_
Goedkenite,2114,Sr<sub>2</sub>Al(PO<sub>4</sub>)<sub>2</sub>(OH),Sr_2_Al(PO_4_)_2_(OH)
Goethite,2115,FeO(OH),Fe^3+^O(OH)
Gold,2116,Au,Au
Goldfieldite,2117,Cu<sub>10</sub>Te<sub>4</sub>S<sub>13</sub>,Cu^1+^_10_Te^4+^_4_S^2-^_13_
Goldichite,2118,KFe^3+^(SO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,KFe^3+^(S^6+^O_4_)_2_·4H_2_O
Goldmanite,2119,Ca<sub>3</sub>V^3+^<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Ca_3_V^3+^_2_(SiO_4_)_3_
Gonnardite,2121,"(Na,Ca)<sub>2</sub>(Si,Al)<sub>5</sub>O<sub>10</sub>·3H<sub>2</sub>O","(Na,Ca)_2_(Si,Al)_5_O_10_·3H_2_O"
Gonyerite,2122,Mn^2+^<sub>5</sub>Fe^3+^(Si<sub>3</sub>Fe^3+^O<sub>10</sub>)(OH)<sub>8</sub>,Mn^2+^_5_Fe^3+^(Si_3_Fe^3+^O_10_)(OH)_8_
Gorceixite,2124,BaAl<sub>3</sub>(PO<sub>4</sub>)(PO<sub>3</sub>OH)(OH)<sub>6</sub>,BaAl_3_(PO_4_)(PO_3_OH)(OH)_6_
Gordaite,2125,NaZn<sub>4</sub>(SO<sub>4</sub>)(OH)<sub>6</sub>Cl·6H<sub>2</sub>O,NaZn^2+^_4_(S^6+^O_4_)(OH)_6_Cl·6H_2_O
Gordonite,2126,MgAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,MgAl_2_(PO_4_)_2_(OH)_2_·8H_2_O
Gorgeyite,2127,K<sub>2</sub>Ca<sub>5</sub>(SO<sub>4</sub>)<sub>6</sub>·H<sub>2</sub>O,K_2_Ca_5_(S^6+^O_4_)_6_·H_2_O
Gormanite,2128,Fe^2+^<sub>3</sub>Al<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,Fe^2+^_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O
Gortdrumite,2129,Cu<sub>24</sub>Fe<sub>2</sub>Hg<sub>9</sub>S<sub>23</sub>,Cu_24_Fe_2_Hg_9_S_23_
Goslarite,2130,Zn(SO<sub>4</sub>)·7H<sub>2</sub>O,Zn^2+^S^6+^O_4_·7H_2_O
Gotzenite,2133,Ca<sub>4</sub>NaCa<sub>2</sub>Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(OF)F<sub>2</sub>,Ca_4_NaCa_2_Ti^4+^(Si_2_O_7_)_2_(OF)F_2_
Goudeyite,2134,Cu<sub>6</sub>Al(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,Cu^2+^_6_Al(As^5+^O_4_)_3_(OH)_6_·3H_2_O
Gowerite,2135,Ca[B<sub>5</sub>O<sub>8</sub>(OH)][B(OH)<sub>3</sub>]·3H<sub>2</sub>O,Ca[B_5_O_8_(OH)][B(OH)_3_]·3H_2_O
Goyazite,2136,SrAl<sub>3</sub>(PO<sub>4</sub>)(PO<sub>3</sub>OH)(OH)<sub>6</sub>,SrAl_3_(PO_4_)(PO_3_OH)(OH)_6_
Graemite,2137,Cu^2+^(Te^4+^O<sub>3</sub>)·H<sub>2</sub>O,Cu^2+^Te^4+^O_3_·H_2_O
Graeserite,2138,Fe^3+^<sub>4</sub>Ti<sub>3</sub>As^3+^O<sub>13</sub>(OH),Fe^3+^_4_Ti^4+^_3_As^3+^O_13_(OH)
Graftonite,2139,Fe^2+^Fe^2+^<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>,Fe^2+^Fe^2+^_2_(P^5+^O_4_)_2_
Gramaccioliite-(Y),2140,"(Pb,Sr)(Y,Mn)Fe^3+^<sub>2</sub>(Ti,Fe^3+^)<sub>18</sub>O<sub>38</sub>","(Pb^2+^,Sr)(Y^3+^,Mn^2+^)Fe^3+^_2_(Ti^4+^,Fe^3+^)_18_O_38_"
Grandidierite,2141,MgAl<sub>3</sub>O<sub>2</sub>(BO<sub>3</sub>)(SiO<sub>4</sub>),MgAl_3_O_2_(BO_3_)SiO_4_
Grandreefite,2142,Pb<sub>2</sub>(SO<sub>4</sub>)F<sub>2</sub>,Pb^2+^_2_(S^6+^O_4_)F_2_
Grantsite,2143,"(Na,Ca)_2+x_(V^5+^,V^4+^)<sub>6</sub>O<sub>16</sub>·4H<sub>2</sub>O","(Na,Ca)_2+x_(V^5+^,V^4+^)_6_O_16_·4H_2_O"
Graphite,2144,C,C
Gratonite,2145,Pb<sub>9</sub>As<sub>4</sub>S<sub>15</sub>,Pb_9_As_4_S_15_
Gravegliaite,2147,Mn^2+^(S^4+^O<sub>3</sub>)·3H<sub>2</sub>O,Mn^2+^S^4+^O_3_·3H_2_O
Grayite,2148,"(Th,Pb,Ca)(PO<sub>4</sub>)·H<sub>2</sub>O",Th^3+^PO_4_·H_2_O
Grechishchevite,2149,Hg<sub>3</sub>S<sub>2</sub>BrCl<sub>0.5</sub>I<sub>0.5</sub>,Hg^2+^_3_S^2-^_2_Br^1-^Cl^1-^_0.5_I^1-^_0.5_
Greenalite,2150,"(Fe^2+^,Fe^3+^)_2-3_Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_"
Greenockite,2151,CdS,Cd^2+^S^2-^
Greifensteinite,2152,Ca<sub>2</sub>Be<sub>4</sub>Fe^2+^<sub>5</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O,Ca_2_Fe^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O
Greigite,2153,Fe^2+^Fe^3+^<sub>2</sub>S<sub>4</sub>,Fe^2+^Fe^3+^_2_S_4_
Griceite,2154,LiF,LiF
Grimaldiite,2155,CrO(OH),Cr^3+^O(OH)
Grimselite,2156,K<sub>3</sub>Na(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>·H<sub>2</sub>O,K_3_Na(U^6+^O_2_)(CO_3_)_3_·H_2_O
Griphite,2157,"Ca(Mn^2+^,Na,Li)<sub>6</sub>Fe^2+^Al<sub>2</sub>(PO<sub>4</sub>)<sub>6</sub>(F,OH)<sub>2</sub>","Ca(Mn^2+^,Na,Li)_6_Fe^2+^Al_2_(PO_4_)_6_(F,OH)_2_"
Grischunite,2158,NaCa<sub>2</sub>Mn^2+^<sub>5</sub>Fe^3+^(AsO<sub>4</sub>)<sub>6</sub>·2H<sub>2</sub>O,NaCa_2_Mn^2+^_5_Fe^3+^(As^5+^O_4_)_6_·2H_2_O
Grossite,2159,CaAl<sub>4</sub>O<sub>7</sub>,CaAl_4_O_7_
Grossular,2160,Ca<sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>,Ca_3_Al_2_(SiO_4_)_3_
Groutite,2161,Mn^3+^O(OH),Mn^3+^O(OH)
Grumantite,2162,NaSi<sub>2</sub>O<sub>4</sub>(OH)·H<sub>2</sub>O,NaSi_2_O_4_(OH)·H_2_O
Grumiplucite,2163,HgBi<sub>2</sub>S<sub>4</sub>,HgBi_2_S_4_
Grunerite,2164,[box]Fe^2+^<sub>2</sub>Fe^2+^<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,[box]Fe^2+^_2_Fe^2+^_5_Si_8_O_22_(OH)_2_
Gruzdevite,2165,Cu<sub>6</sub>Hg<sub>3</sub>Sb<sub>4</sub>S<sub>12</sub>,Cu_6_Hg_3_Sb_4_S_12_
Guanajuatite,2166,Bi<sub>2</sub>Se<sub>3</sub>,Bi_2_Se_3_
Guanine,2167,C<sub>5</sub>H<sub>3</sub>(NH<sub>2</sub>)N<sub>4</sub>O,C_5_H_3_(NH_2_)N_4_O
Guarinoite,2168,Zn<sub>6</sub>(SO<sub>4</sub>)(OH)<sub>10</sub>·5H<sub>2</sub>O,Zn^2+^_6_S^6+^O_4_(OH)_10_·5H_2_O
Gudmundite,2169,FeSbS,FeSbS
Guerinite,2170,Ca<sub>5</sub>(AsO<sub>3</sub>OH)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·9H<sub>2</sub>O,Ca_5_(As^5+^O_3_OH)_2_(As^5+^O_4_)_2_·9H_2_O
Guettardite,2171,Pb<sub>8</sub>(Sb<sub>0.56</sub>As<sub>0.44</sub>)<sub>16</sub>S<sub>32</sub>,PbSbAsS_4_
Gugiaite,2172,Ca<sub>2</sub>BeSi<sub>2</sub>O<sub>7</sub>,Ca_2_BeSi_2_O_7_
Guildite,2173,CuFe^3+^(SO<sub>4</sub>)<sub>2</sub>(OH)·4H<sub>2</sub>O,Cu^2+^Fe^3+^(S^6+^O_4_)_2_(OH)·4H_2_O
Guilleminite,2174,Ba(UO<sub>2</sub>)<sub>3</sub>(Se^4+^O<sub>3</sub>)<sub>2</sub>O<sub>2</sub>·3H<sub>2</sub>O,Ba(U^6+^O_2_)_3_(Se^4+^O_3_)_2_O_2_·3H_2_O
Gunningite,2175,Zn(SO<sub>4</sub>)·H<sub>2</sub>O,Zn^2+^S^6+^O_4_·H_2_O
Gupeiite,2176,Fe<sub>3</sub>Si,Fe_3_Si
Guyanaite,2177,CrO(OH),Cr^3+^O(OH)
Gwihabaite,2178,(NH<sub>4</sub>)(NO<sub>3</sub>),(N^3-^H_4_)N^5+^O_3_
Gypsum,2179,Ca(SO<sub>4</sub>)·2H<sub>2</sub>O,CaS^6+^O_4_·2H_2_O
Gyrolite,2180,NaCa<sub>16</sub>(Si<sub>23</sub>Al)O<sub>60</sub>(OH)<sub>8</sub>·14H<sub>2</sub>O,NaCa_16_(Si_23_Al)O_60_(OH)_8_·14H_2_O
Gysinite-(Nd),2181,PbNd(CO<sub>3</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O,Pb^2+^Nd^3+^(CO_3_)_2_(OH)·H_2_O
Haapalaite,2182,"2[(Fe,Ni)S]·1.61[(Mg,Fe)(OH)<sub>2</sub>]","2[(Fe^2+^,Ni^2+^)S^2-^]·1.61[(Mg,Fe^2+^)(OH)_2_]"
Hafnon,2183,Hf(SiO<sub>4</sub>),Hf^4+^SiO_4_
Hagendorfite,2184,NaCaMn^2+^Fe^2+^<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>,NaCaMn^2+^Fe^2+^_2_(P^5+^O_4_)_3_
Haggertyite,2185,BaFe^2+^<sub>4</sub>Fe^3+^<sub>2</sub>Ti<sub>5</sub>MgO<sub>19</sub>,BaMgFe^2+^_4_Fe^3+^_2_Ti^4+^_5_O_19_
Haggite,2186,V^3+^V^4+^O<sub>2</sub>(OH)<sub>3</sub>,V^3+^V^4+^O_2_(OH)_3_
Haidingerite,2187,Ca(AsO<sub>3</sub>OH)·H<sub>2</sub>O,Ca(As^5+^O_3_OH)·H_2_O
Haigerachite,2188,KFe^3+^<sub>3</sub>(H<sub>2</sub>PO<sub>4</sub>)<sub>6</sub>(HPO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,KFe^3+^_3_(H_2_P^5+^O_4_)_6_(HP^5+^O_4_)_2_·4H_2_O
Hainite-(Y),2189,(Ca<sub>3</sub>Y)Na(NaCa)Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(OF)F<sub>2</sub>,(Ca_3_Y^3+^)Na(NaCa)Ti^4+^(Si_2_O_7_)_2_(OF)F_2_
Haiweeite,2190,Ca(UO<sub>2</sub>)<sub>2</sub>(Si<sub>5</sub>O<sub>12</sub>)(OH)<sub>2</sub>·6H<sub>2</sub>O,Ca(U^6+^O_2_)_2_Si_5_O_12_(OH)_2_·6H_2_O
Hakite,2191,Cu<sub>6</sub>[Cu<sub>4</sub>Hg<sub>2</sub>]Sb<sub>4</sub>Se<sub>13</sub>,Cu^1+^_10_Hg^2+^_2_Sb^3+^_4_Se^2-^_13_
Halite,2192,NaCl,NaCl
Hallimondite,2193,Pb<sub>2</sub>(UO<sub>2</sub>)(AsO<sub>4</sub>)<sub>2</sub>·nH<sub>2</sub>O,Pb^2+^_2_(U^6+^O_2_)(As^5+^O_4_)_2_·nH_2_O
Halloysite-7A,2194,Al<sub>2</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>,Al_2_Si_2_O_5_(OH)_4_
Halotrichite,2195,Fe^2+^Al<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>·22H<sub>2</sub>O,Fe^2+^Al_2_(S^6+^O_4_)_4_·22H_2_O
Hambergite,2197,Be<sub>2</sub>(BO<sub>3</sub>)(OH),Be_2_BO_3_(OH)
Hanawaltite,2198,Hg^1+^<sub>6</sub>Hg^2+^O<sub>3</sub>Cl<sub>2</sub>,Hg^1+^_6_Hg^2+^O_3_Cl^1-^_2_
Hancockite,2199,CaPb(Al<sub>2</sub>Fe^3+^)[Si<sub>2</sub>O<sub>7</sub>][SiO<sub>4</sub>]O(OH),CaPb^2+^Fe^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)
Hanksite,2200,KNa<sub>22</sub>(SO<sub>4</sub>)<sub>9</sub>(CO<sub>3</sub>)<sub>2</sub>Cl,KNa_22_(S^6+^O_4_)_9_(CO_3_)_2_Cl^1-^
Hannayite,2201,(NH<sub>4</sub>)<sub>2</sub>Mg<sub>3</sub>(PO<sub>3</sub>OH)<sub>4</sub>·8H<sub>2</sub>O,(N^3-^H_4_)_2_Mg_3_(P^5+^O_3_OH)_4_·8H_2_O
Hannebachite,2202,Ca(SO<sub>3</sub>)·0.5H<sub>2</sub>O,(CaS^4+^O_3_)_2_·H_2_O
Haradaite,2203,SrV^4+^Si<sub>2</sub>O<sub>7</sub>,SrV^4+^Si_2_O_7_
Hardystonite,2204,Ca<sub>2</sub>ZnSi<sub>2</sub>O<sub>7</sub>,Ca_2_Zn^2+^Si_2_O_7_
