mineral_name,element,element_redox_mineral
Bauranoite,H,1
Bavenite,Ca,2
Bavenite,Be,2
Bavenite,Al,NA
Bavenite,Si,4
Bavenite,O,-2
Bavenite,H,1
Bayerite,Al,NA
Bayerite,O,-2
Bayerite,H,1
Bayldonite,Cu,2
Bayldonite,Pb,2
Bayldonite,O,-2
Bayldonite,As,5
Bayldonite,H,1
Bayleyite,Mg,2
Bayleyite,U,NA
Bayleyite,O,-2
Bayleyite,C,NA
Bayleyite,H,1
Baylissite,K,1
Baylissite,Mg,2
Baylissite,C,NA
Baylissite,O,-2
Baylissite,H,1
Bazhenovite,Ca,2
Bazhenovite,S,NA
Bazhenovite,O,-2
Bazhenovite,H,1
Bazirite,Ba,2
Bazirite,Zr,4
Bazirite,Si,4
Bazirite,O,-2
Bazzite,Be,2
Bazzite,Sc,3
Bazzite,Fe,3
Bazzite,Mg,2
Bazzite,Si,4
Bazzite,O,-2
Bazzite,Na,1
Bazzite,H,1
Bearsite,Be,2
Bearsite,As,5
Bearsite,O,-2
Bearsite,H,1
Bearthite,Ca,2
Bearthite,Al,NA
Bearthite,P,NA
Bearthite,O,-2
Bearthite,H,1
Beaverite-(Cu),Pb,NA
Beaverite-(Cu),Cu,2
Beaverite-(Cu),Fe,3
Beaverite-(Cu),S,NA
Beaverite-(Cu),O,-2
Beaverite-(Cu),H,1
Bechererite,Zn,2
Bechererite,Cu,2
Bechererite,O,-2
Bechererite,H,1
Bechererite,Si,4
Bechererite,S,6
Becquerelite,Ca,2
Becquerelite,U,NA
Becquerelite,O,-2
Becquerelite,H,1
Bederite,Ca,2
Bederite,Mn,2
Bederite,Fe,3
Bederite,P,NA
Bederite,O,-2
Bederite,H,1
Behierite,Ta,NA
Behierite,B,NA
Behierite,O,-2
Behoite,Be,2
Behoite,O,-2
Behoite,H,1
Beidellite,Na,1
Beidellite,Ca,2
Beidellite,Al,NA
Beidellite,Si,4
Beidellite,O,-2
Beidellite,H,1
Belendorffite,Cu,NA
Belendorffite,Hg,NA
Belkovite,Ba,2
Belkovite,Nb,5
Belkovite,Si,4
Belkovite,O,-2
Bellbergite,K,1
Bellbergite,Ba,2
Bellbergite,Sr,2
Bellbergite,Ca,2
Bellbergite,Na,1
Bellbergite,Si,4
Bellbergite,Al,NA
Bellbergite,O,-2
Bellbergite,H,1
Bellidoite,Cu,NA
Bellidoite,Se,NA
Bellingerite,Cu,2
Bellingerite,I,5
Bellingerite,O,-2
Bellingerite,H,1
Belloite,Cu,2
Belloite,O,-2
Belloite,H,1
Belloite,Cl,-1
Belovite-(La),Na,1
Belovite-(La),La,NA
Belovite-(La),Sr,2
Belovite-(La),P,NA
Belovite-(La),O,-2
Belovite-(La),F,-1
Bementite,Mn,2
Bementite,Si,4
Bementite,O,-2
Bementite,H,1
Benauite,Sr,2
Benauite,Fe,3
Benauite,P,NA
Benauite,O,-2
Benauite,H,1
Benavidesite,Pb,2
Benavidesite,Mn,2
Benavidesite,Sb,3
Benavidesite,S,-2
Benitoite,Ba,2
Benitoite,Ti,4
Benitoite,Si,4
Benitoite,O,-2
Benjaminite,Ag,NA
Benjaminite,Bi,NA
Benjaminite,S,NA
Benleonardite,Ag,NA
Benleonardite,Cu,NA
Benleonardite,Sb,NA
Benleonardite,As,NA
Benleonardite,S,NA
Benleonardite,Te,NA
Benstonite,Ba,2
Benstonite,Ca,2
Benstonite,Mg,2
Benstonite,C,NA
Benstonite,O,-2
Bentorite,Ca,2
Bentorite,Cr,3
Bentorite,S,6
Bentorite,O,-2
Bentorite,H,1
Benyacarite,K,1
Benyacarite,Ti,4
Benyacarite,Mn,2
Benyacarite,Fe,3
Benyacarite,P,NA
Benyacarite,O,-2
Benyacarite,F,-1
Benyacarite,H,1
Beraunite,Fe,2
Beraunite,Fe,3
Beraunite,P,NA
Beraunite,O,-2
Beraunite,H,1
Berborite,Be,2
Berborite,B,NA
Berborite,O,-2
Berborite,H,1
Berdesinskiite,V,3
Berdesinskiite,Ti,4
Berdesinskiite,O,-2
Berezanskite,K,1
Berezanskite,Ti,4
Berezanskite,Li,1
Berezanskite,Si,4
Berezanskite,O,-2
Bergenite,Ca,2
Bergenite,Ba,2
Bergenite,U,NA
Bergenite,O,-2
Bergenite,P,NA
Bergenite,H,1
Bergslagite,Ca,2
Bergslagite,Be,2
Bergslagite,As,5
Bergslagite,O,-2
Bergslagite,H,1
Berlinite,Al,NA
Berlinite,P,NA
Berlinite,O,-2
Bermanite,Mn,2
Bermanite,Mn,3
Bermanite,P,NA
Bermanite,O,-2
Bermanite,H,1
Bernalite,Fe,3
Bernalite,O,-2
Bernalite,H,1
Bernardite,Tl,1
Bernardite,As,3
Bernardite,S,-2
Berndtite,Sn,NA
Berndtite,S,NA
Berryite,Cu,NA
Berryite,Ag,NA
Berryite,Pb,NA
Berryite,Bi,NA
Berryite,S,NA
Berthierine,Fe,2
Berthierine,Fe,3
Berthierine,Al,NA
Berthierine,Si,4
Berthierine,O,-2
Berthierine,H,1
Berthierite,Fe,2
Berthierite,Sb,3
Berthierite,S,-2
Bertossaite,Li,1
Bertossaite,Ca,2
Bertossaite,Al,NA
Bertossaite,P,NA
Bertossaite,O,-2
Bertossaite,H,1
Bertrandite,Be,2
Bertrandite,Si,4
Bertrandite,O,-2
Bertrandite,H,1
Beryl,Be,2
Beryl,Al,NA
Beryl,Si,4
Beryl,O,-2
Beryllite,Be,2
Beryllite,Si,4
Beryllite,O,-2
Beryllite,H,1
Beryllonite,Na,1
Beryllonite,Be,2
Beryllonite,P,NA
Beryllonite,O,-2
Berzelianite,Cu,NA
Berzelianite,Se,NA
Berzeliite,Na,1
Berzeliite,Ca,2
Berzeliite,Mg,2
Berzeliite,As,5
Berzeliite,O,-2
Betekhtinite,Cu,NA
Betekhtinite,Fe,NA
Betekhtinite,Pb,NA
Betekhtinite,S,NA
Betpakdalite-CaCa,Ca,2
Betpakdalite-CaCa,H,1
Betpakdalite-CaCa,O,-2
Betpakdalite-CaCa,Mo,6
Betpakdalite-CaCa,As,5
Betpakdalite-CaCa,Fe,3
Beudantite,Pb,2
Beudantite,Fe,3
Beudantite,As,5
Beudantite,O,-2
Beudantite,S,6
Beudantite,H,1
Beusite,Mn,2
Beusite,Mn,2
Beusite,P,5
Beusite,O,-2
Beyerite,Ca,2
Beyerite,Bi,NA
Beyerite,O,-2
Beyerite,C,NA
Bezsmertnovite,Au,NA
Bezsmertnovite,Ag,NA
Bezsmertnovite,Cu,NA
Bezsmertnovite,Te,NA
Bezsmertnovite,Pb,NA
Bianchite,Zn,2
Bianchite,S,6
Bianchite,O,-2
Bianchite,H,1
Bicchulite,Ca,2
Bicchulite,Al,NA
Bicchulite,Si,4
Bicchulite,O,-2
Bicchulite,H,1
Bideauxite,Ag,NA
Bideauxite,Pb,NA
Bideauxite,F,-1
Bideauxite,Cl,-1
Bieberite,Co,2
Bieberite,S,6
Bieberite,O,-2
Bieberite,H,1
Bigcreekite,Ba,2
Bigcreekite,Si,4
Bigcreekite,O,-2
Bigcreekite,H,1
Bijvoetite-(Y),Y,NA
Bijvoetite-(Y),U,NA
Bijvoetite-(Y),O,-2
Bijvoetite-(Y),C,NA
Bijvoetite-(Y),H,1
Bikitaite,Li,1
Bikitaite,Al,NA
Bikitaite,Si,4
Bikitaite,O,-2
Bikitaite,H,1
Bilibinskite,Pb,NA
Bilibinskite,Au,NA
Bilibinskite,Cu,NA
Bilibinskite,Te,NA
Bilinite,Fe,2
Bilinite,Fe,3
Bilinite,S,6
Bilinite,O,-2
Bilinite,H,1
Billietite,Ba,2
Billietite,U,NA
Billietite,O,-2
Billietite,H,1
Billingsleyite,Ag,NA
Billingsleyite,As,NA
Billingsleyite,S,NA
Bindheimite,Pb,NA
Bindheimite,Sb,5
Bindheimite,O,-2
Biphosphammite,N,-3
Biphosphammite,H,1
Biphosphammite,K,1
Biphosphammite,P,NA
Biphosphammite,O,-2
Biringuccite,Na,1
Biringuccite,B,NA
Biringuccite,O,-2
Biringuccite,H,1
Birnessite,Na,1
Birnessite,Ca,2
Birnessite,K,1
Birnessite,Mn,4
Birnessite,Mn,3
Birnessite,O,-2
Birnessite,H,1
Bischofite,Mg,2
Bischofite,Cl,-1
Bischofite,H,1
Bischofite,O,-2
Bismite,Bi,NA
Bismite,O,-2
Bismoclite,Bi,NA
Bismoclite,O,-2
Bismoclite,Cl,-1
Bismuth,Bi,NA
Bismuthinite,Bi,NA
Bismuthinite,S,NA
Bismutite,Bi,NA
Bismutite,O,-2
Bismutite,C,NA
Bismutocolumbite,Bi,3
Bismutocolumbite,Nb,5
Bismutocolumbite,O,-2
Bismutoferrite,Fe,3
Bismutoferrite,Bi,NA
Bismutoferrite,Si,4
Bismutoferrite,O,-2
Bismutoferrite,H,1
Bismutohauchecornite,Ni,NA
Bismutohauchecornite,Bi,NA
Bismutohauchecornite,S,NA
Bismutostibiconite,Bi,3
Bismutostibiconite,Fe,3
Bismutostibiconite,Sb,5
Bismutostibiconite,O,-2
Bismutotantalite,Bi,3
Bismutotantalite,Ta,5
Bismutotantalite,O,-2
Bityite,Ca,2
Bityite,Li,1
Bityite,Al,NA
Bityite,Si,4
Bityite,Be,2
Bityite,O,-2
Bityite,H,1
Bixbyite,Mn,3
Bixbyite,O,-2
Bjarebyite,Ba,2
Bjarebyite,Mn,2
Bjarebyite,Al,NA
Bjarebyite,P,NA
Bjarebyite,O,-2
Bjarebyite,H,1
Blatonite,U,NA
Blatonite,O,-2
Blatonite,C,NA
Blatonite,H,1
Blatterite,Sb,5
Blatterite,Mn,3
Blatterite,Mn,2
Blatterite,B,NA
Blatterite,O,-2
Bleasdaleite,Ca,2
Bleasdaleite,Cu,2
Bleasdaleite,Cu,2
Bleasdaleite,Bi,3
Bleasdaleite,P,5
Bleasdaleite,O,-2
Bleasdaleite,H,1
Bleasdaleite,Cl,-1
Blixite,Pb,NA
Blixite,O,-2
Blixite,H,1
Blixite,Cl,-1
Bobfergusonite,Na,1
Bobfergusonite,Mn,2
Bobfergusonite,Fe,3
Bobfergusonite,Al,NA
Bobfergusonite,P,NA
Bobfergusonite,O,-2
Bobierrite,Mg,2
Bobierrite,P,NA
Bobierrite,O,-2
Bobierrite,H,1
Bobjonesite,V,4
Bobjonesite,O,-2
Bobjonesite,S,NA
Bobjonesite,H,1
Bobkingite,Cu,2
Bobkingite,Cl,-1
Bobkingite,O,-2
Bobkingite,H,1
Bobtraillite,Na,1
Bobtraillite,Ca,2
Bobtraillite,Sr,2
Bobtraillite,Zr,4
Bobtraillite,Y,NA
Bobtraillite,Nb,5
Bobtraillite,Si,4
Bobtraillite,B,NA
Bobtraillite,O,-2
Bobtraillite,H,1
Bohmite,Al,NA
Bohmite,O,-2
Bohmite,H,1
Bogdanovite,Au,NA
Bogdanovite,Te,NA
Bogdanovite,Pb,NA
Bogdanovite,Cu,NA
Bogdanovite,Fe,NA
Boggildite,Na,1
Boggildite,Sr,2
Boggildite,Al,NA
Boggildite,P,NA
Boggildite,O,-2
Boggildite,F,-1
Bogvadite,Na,1
Bogvadite,Ba,2
Bogvadite,Sr,2
Bogvadite,Al,NA
Bogvadite,F,-1
Bohdanowiczite,Ag,NA
Bohdanowiczite,Bi,NA
Bohdanowiczite,Se,NA
Bokite,Al,NA
Bokite,Fe,3
Bokite,V,5
Bokite,V,4
Bokite,O,-2
Bokite,H,1
Boleite,K,1
Boleite,Ag,1
Boleite,Pb,2
Boleite,Cu,2
Boleite,Cl,-1
Boleite,O,-2
Boleite,H,1
Boltwoodite,K,1
Boltwoodite,Na,1
Boltwoodite,U,NA
Boltwoodite,O,-2
Boltwoodite,Si,4
Boltwoodite,H,1
Bonaccordite,Ni,2
Bonaccordite,Fe,3
Bonaccordite,O,-2
Bonaccordite,B,NA
Bonattite,Cu,2
Bonattite,S,6
Bonattite,O,-2
Bonattite,H,1
Bonshtedtite,Na,1
Bonshtedtite,Fe,2
Bonshtedtite,P,NA
Bonshtedtite,O,-2
Bonshtedtite,C,NA
Boothite,Cu,2
Boothite,S,6
Boothite,O,-2
Boothite,H,1
Boracite,Mg,2
Boracite,B,NA
Boracite,O,-2
Boracite,Cl,-1
Borax,Na,1
Borax,B,NA
Borax,O,-2
Borax,H,1
Borcarite,Ca,2
Borcarite,Mg,2
Borcarite,B,NA
Borcarite,O,-2
Borcarite,C,NA
Borcarite,H,1
Borishanskiite,Pd,NA
Borishanskiite,As,NA
Borishanskiite,Pb,NA
Bornemanite,Na,1
Bornemanite,Ba,2
Bornemanite,Ti,4
Bornemanite,Nb,5
Bornemanite,Si,4
Bornemanite,O,-2
Bornemanite,P,5
Bornemanite,H,1
Bornemanite,F,-1
Bornite,Cu,1
Bornite,Fe,3
Bornite,S,-2
Borocookeite,Li,1
Borocookeite,Al,NA
Borocookeite,Si,4
Borocookeite,B,NA
Borocookeite,O,-2
Borocookeite,H,1
Borodaevite,Ag,NA
Borodaevite,Fe,NA
Borodaevite,Pb,NA
Borodaevite,Bi,NA
Borodaevite,Sb,NA
Borodaevite,S,NA
Boromuscovite,K,1
Boromuscovite,Al,NA
Boromuscovite,Si,4
Boromuscovite,B,NA
Boromuscovite,O,-2
Boromuscovite,H,1
Borovskite,Pd,NA
Borovskite,Sb,NA
Borovskite,Te,NA
Bostwickite,Ca,2
Bostwickite,Mn,3
Bostwickite,Si,4
Bostwickite,O,-2
Bostwickite,H,1
Botallackite,Cu,2
Botallackite,Cl,-1
Botallackite,O,-2
Botallackite,H,1
Botryogen,Mg,2
Botryogen,Fe,3
Botryogen,S,NA
Botryogen,O,-2
Botryogen,H,1
Bottinoite,Ni,2
Bottinoite,Sb,5
Bottinoite,O,-2
Bottinoite,H,1
Boulangerite,Pb,NA
Boulangerite,Sb,NA
Boulangerite,S,NA
Bournonite,Cu,1
Bournonite,Pb,2
Bournonite,Sb,3
Bournonite,S,-2
Boussingaultite,N,-3
Boussingaultite,H,1
Boussingaultite,Mg,2
Boussingaultite,S,6
Boussingaultite,O,-2
Bowieite,Rh,3
Bowieite,S,-2
Boyleite,Zn,2
Boyleite,S,6
Boyleite,O,-2
Boyleite,H,1
Bracewellite,Cr,3
Bracewellite,O,-2
Bracewellite,H,1
Brackebuschite,Pb,2
Brackebuschite,Mn,3
Brackebuschite,V,5
Brackebuschite,O,-2
Brackebuschite,H,1
Bradaczekite,Na,1
Bradaczekite,Cu,2
Bradaczekite,As,5
Bradaczekite,O,-2
Bradleyite,Na,1
Bradleyite,Mg,2
Bradleyite,P,NA
Bradleyite,O,-2
Bradleyite,C,NA
Braggite,Pt,NA
Braggite,S,NA
Brandholzite,Mg,2
Brandholzite,Sb,5
Brandholzite,O,-2
Brandholzite,H,1
Brandtite,Ca,2
Brandtite,Mn,2
Brandtite,As,5
Brandtite,O,-2
Brandtite,H,1
Brannerite,U,4
Brannerite,Ti,4
Brannerite,O,-2
Brannockite,K,1
Brannockite,Sn,NA
Brannockite,Li,1
Brannockite,Si,4
Brannockite,O,-2
Brassite,Mg,2
Brassite,As,5
Brassite,O,-2
Brassite,H,1
Braunite,Mn,2
Braunite,Mn,3
Braunite,Si,4
Braunite,O,-2
Brazilianite,Na,1
Brazilianite,Al,NA
Brazilianite,P,NA
Brazilianite,O,-2
Brazilianite,H,1
Bredigite,Ca,2
Bredigite,Ba,2
Bredigite,Mg,2
Bredigite,Si,4
Bredigite,O,-2
Breithauptite,Ni,NA
Breithauptite,Sb,NA
Brendelite,Bi,NA
Brendelite,Pb,NA
Brendelite,Fe,3
Brendelite,Fe,2
Brendelite,O,-2
Brendelite,H,1
Brendelite,P,NA
Brenkite,Ca,2
Brenkite,C,NA
Brenkite,O,-2
Brenkite,F,-1
Brewsterite-Ba,Ba,2
Brewsterite-Ba,Al,NA
Brewsterite-Ba,Si,4
Brewsterite-Ba,O,-2
Brewsterite-Ba,H,1
Brianroulstonite,Ca,2
Brianroulstonite,B,NA
Brianroulstonite,O,-2
Brianroulstonite,H,1
Brianroulstonite,Cl,-1
Brianyoungite,Zn,2
Brianyoungite,C,NA
Brianyoungite,O,-2
Brianyoungite,H,1
Briartite,Cu,1
Briartite,Fe,2
Briartite,Ge,4
Briartite,S,-2
Britholite-(Ce),Ce,NA
Britholite-(Ce),Ca,2
Britholite-(Ce),Si,4
Britholite-(Ce),O,-2
Britholite-(Ce),H,1
Britholite-(Y),Y,NA
Britholite-(Y),Ca,2
Britholite-(Y),Si,4
Britholite-(Y),O,-2
Britholite-(Y),H,1
Brochantite,Cu,2
Brochantite,S,6
Brochantite,O,-2
Brochantite,H,1
Brockite,Ca,2
Brockite,Th,NA
Brockite,Ce,NA
Brockite,P,NA
Brockite,O,-2
Brockite,H,1
Brodtkorbite,Cu,NA
Brodtkorbite,Hg,NA
Brodtkorbite,Se,NA
Bromargyrite,Ag,NA
Bromargyrite,Br,NA
Bromellite,Be,2
Bromellite,O,-2
Brookite,Ti,4
Brookite,O,-2
Brownmillerite,Ca,2
Brownmillerite,Fe,3
Brownmillerite,Al,NA
Brownmillerite,O,-2
Brucite,Mg,2
Brucite,O,-2
Brucite,H,1
Bruggenite,Ca,2
Bruggenite,I,5
Bruggenite,O,-2
Bruggenite,H,1
Brugnatellite,Mg,2
Brugnatellite,Fe,3
Brugnatellite,C,NA
Brugnatellite,O,-2
Brugnatellite,H,1
Brunogeierite,Fe,2
Brunogeierite,Ge,4
Brunogeierite,O,-2
Brushite,Ca,2
Brushite,P,NA
Brushite,O,-2
Brushite,H,1
Buckhornite,Pb,NA
Buckhornite,Bi,NA
Buckhornite,S,NA
Buckhornite,Au,NA
Buckhornite,Te,NA
Buddingtonite,N,-3
Buddingtonite,H,1
Buddingtonite,Al,NA
Buddingtonite,Si,4
Buddingtonite,O,-2
Bukovite,Cu,NA
Bukovite,Tl,NA
Bukovite,Se,NA
Bukovskyite,Fe,3
Bukovskyite,As,5
Bukovskyite,O,-2
Bukovskyite,S,6
Bukovskyite,H,1
Bulachite,Al,NA
Bulachite,As,5
Bulachite,O,-2
Bulachite,H,1
Bultfonteinite,Ca,2
Bultfonteinite,Si,4
Bultfonteinite,O,-2
Bultfonteinite,H,1
Bultfonteinite,F,-1
Bunsenite,Ni,2
Bunsenite,O,-2
Burangaite,Na,1
Burangaite,Fe,2
Burangaite,Al,NA
Burangaite,P,NA
Burangaite,O,-2
Burangaite,H,1
Burbankite,Na,1
Burbankite,Ca,2
Burbankite,Sr,2
Burbankite,Ba,2
Burbankite,Ce,NA
Burbankite,C,NA
Burbankite,O,-2
Burckhardtite,Pb,2
Burckhardtite,Fe,3
Burckhardtite,Te,6
Burckhardtite,Al,NA
Burckhardtite,Si,4
Burckhardtite,O,-2
Burkeite,Na,1
Burkeite,S,NA
Burkeite,O,-2
Burkeite,C,NA
Burnsite,K,1
Burnsite,Cd,2
Burnsite,Cu,2
Burnsite,O,-2
Burnsite,Se,4
Burnsite,Cl,-1
Burpalite,Na,1
Burpalite,Ca,2
Burpalite,Zr,4
Burpalite,Si,4
Burpalite,O,-2
Burpalite,F,-1
Buryatite,Ca,2
Buryatite,Si,4
Buryatite,Fe,3
Buryatite,Al,NA
Buryatite,S,NA
Buryatite,O,-2
Buryatite,B,NA
Buryatite,H,1
Bushmakinite,Pb,2
Bushmakinite,Al,NA
Bushmakinite,P,5
Bushmakinite,O,-2
Bushmakinite,V,5
Bushmakinite,H,1
Bussenite,Ba,2
Bussenite,Na,1
Bussenite,Fe,2
Bussenite,Ti,4
Bussenite,Si,4
Bussenite,O,-2
Bussenite,C,NA
Bussenite,H,1
Bussenite,F,-1
Bustamite,Ca,2
Bustamite,Mn,2
Bustamite,Si,4
Bustamite,O,-2
Butlerite,Fe,3
Butlerite,S,6
Butlerite,O,-2
Butlerite,H,1
Butschliite,K,1
Butschliite,Ca,2
Butschliite,C,NA
Butschliite,O,-2
Buttgenbachite,Cu,2
Buttgenbachite,N,5
Buttgenbachite,O,-2
Buttgenbachite,Cl,-1
Buttgenbachite,H,1
Bystrite,Na,1
Bystrite,K,1
Bystrite,Ca,2
Bystrite,Si,4
Bystrite,Al,NA
Bystrite,O,-2
Bystrite,S,NA
Bystrite,H,1
Cabalzarite,Ca,2
Cabalzarite,Mg,2
Cabalzarite,As,5
Cabalzarite,O,-2
Cabalzarite,H,1
Cabriite,Pd,NA
Cabriite,Cu,NA
Cabriite,Sn,NA
Cacoxenite,Fe,3
Cacoxenite,Al,NA
Cacoxenite,O,-2
Cacoxenite,P,NA
Cacoxenite,H,1
Cadmium,Cd,NA
Cadmoselite,Cd,2
Cadmoselite,Se,-2
Cafarsite,Ca,2
Cafarsite,Na,1
Cafarsite,Ti,4
Cafarsite,Fe,3
Cafarsite,Fe,2
Cafarsite,As,3
Cafarsite,O,-2
Cafarsite,F,-1
Cafetite,Ca,2
Cafetite,Ti,4
Cafetite,O,-2
Cafetite,H,1
Cahnite,Ca,2
Cahnite,B,NA
Cahnite,As,5
Cahnite,O,-2
Cahnite,H,1
Calaverite,Au,NA
Calaverite,Te,NA
Calciborite,Ca,2
Calciborite,B,NA
Calciborite,O,-2
Calcioancylite-(Ce),Ce,NA
Calcioancylite-(Ce),Ca,2
Calcioancylite-(Ce),Sr,2
Calcioancylite-(Ce),C,NA
Calcioancylite-(Ce),O,-2
Calcioancylite-(Ce),H,1
Calcioancylite-(Nd),Nd,NA
Calcioancylite-(Nd),Ca,2
Calcioancylite-(Nd),C,NA
Calcioancylite-(Nd),O,-2
Calcioancylite-(Nd),H,1
Calcioandyrobertsite,K,1
Calcioandyrobertsite,Ca,2
Calcioandyrobertsite,Cu,2
Calcioandyrobertsite,As,5
Calcioandyrobertsite,As,5
Calcioandyrobertsite,O,-2
Calcioandyrobertsite,H,1
Calcioaravaipaite,Pb,NA
Calcioaravaipaite,Ca,2
Calcioaravaipaite,Al,NA
Calcioaravaipaite,F,-1
Calcioburbankite,Na,1
Calcioburbankite,Ca,2
Calcioburbankite,Ce,3
Calcioburbankite,Sr,2
Calcioburbankite,La,3
Calcioburbankite,C,4
Calcioburbankite,O,-2
Calciocopiapite,Ca,2
Calciocopiapite,Fe,3
Calciocopiapite,S,NA
Calciocopiapite,O,-2
Calciocopiapite,H,1
Calcioferrite,Ca,2
Calcioferrite,Mg,2
Calcioferrite,Fe,3
Calcioferrite,P,NA
Calcioferrite,O,-2
Calcioferrite,H,1
Calciohilairite,Ca,2
Calciohilairite,Zr,4
Calciohilairite,Si,4
Calciohilairite,O,-2
Calciohilairite,H,1
Calciotantite,Ca,2
Calciotantite,Ta,NA
Calciotantite,O,-2
Calciouranoite,Ca,2
Calciouranoite,Ba,2
Calciouranoite,Pb,NA
Calciouranoite,K,1
Calciouranoite,Na,1
Calciouranoite,U,NA
Calciouranoite,O,-2
Calciouranoite,H,1
Calcite,Ca,2
Calcite,C,NA
Calcite,O,-2
Calciocatapleiite,Ca,2
Calciocatapleiite,Zr,4
Calciocatapleiite,Si,4
Calciocatapleiite,O,-2
Calciocatapleiite,H,1
Calcjarlite,Na,1
Calcjarlite,Ca,2
Calcjarlite,Mg,2
Calcjarlite,Al,NA
Calcjarlite,F,-1
Calcjarlite,O,-2
Calcjarlite,H,1
Calcurmolite,Ca,2
Calcurmolite,Na,1
Calcurmolite,U,6
Calcurmolite,O,-2
Calcurmolite,Mo,6
Calcurmolite,H,1
Calderite,Mn,2
Calderite,Fe,3
Calderite,Si,4
Calderite,O,-2
Caledonite,Cu,2
Caledonite,Pb,2
Caledonite,S,6
Caledonite,O,-2
Caledonite,C,NA
Caledonite,H,1
Calkinsite-(Ce),Ce,NA
Calkinsite-(Ce),C,NA
Calkinsite-(Ce),O,-2
Calkinsite-(Ce),H,1
Callaghanite,Cu,2
Callaghanite,Mg,2
Callaghanite,C,NA
Callaghanite,O,-2
Callaghanite,H,1
Calomel,Hg,NA
Calomel,Cl,-1
Calumetite,Cu,2
Calumetite,O,-2
Calumetite,H,1
Calzirtite,Ca,2
Calzirtite,Zr,4
Calzirtite,Ti,4
Calzirtite,O,-2
Camerolaite,Cu,2
Camerolaite,Al,NA
Camerolaite,O,-2
Camerolaite,H,1
Camerolaite,Sb,5
Camerolaite,S,6
Camgasite,Ca,2
Camgasite,Mg,2
Camgasite,As,5
Camgasite,O,-2
Camgasite,H,1
Campigliaite,Cu,2
Campigliaite,Mn,2
Campigliaite,S,6
Campigliaite,O,-2
Campigliaite,H,1
Canasite,K,1
Canasite,Na,1
Canasite,Ca,2
Canasite,Si,4
Canasite,O,-2
Canasite,H,1
Canavesite,Mg,2
Canavesite,H,1
Canavesite,B,NA
Canavesite,O,-2
Canavesite,C,NA
Cancrinite,Na,1
Cancrinite,Ca,2
Cancrinite,Al,NA
Cancrinite,Si,4
Cancrinite,O,-2
Cancrinite,C,NA
Cancrinite,S,NA
Cancrinite,H,1
Cancrisilite,Na,1
Cancrisilite,Si,4
Cancrisilite,Al,NA
Cancrisilite,O,-2
Cancrisilite,C,NA
Cancrisilite,H,1
Canfieldite,Ag,NA
Canfieldite,Sn,NA
Canfieldite,S,NA
Cannizzarite,Pb,NA
Cannizzarite,Bi,NA
Cannizzarite,S,NA
Cannonite,Bi,NA
Cannonite,O,-2
Cannonite,S,NA
Cannonite,H,1
Caoxite,Ca,2
Caoxite,C,NA
Caoxite,O,-2
Caoxite,H,1
Capgaronnite,Ag,NA
Capgaronnite,Hg,NA
Capgaronnite,Cl,-1
Capgaronnite,S,NA
Cappelenite-(Y),Ba,2
Cappelenite-(Y),Y,NA
Cappelenite-(Y),B,NA
Cappelenite-(Y),Si,4
Cappelenite-(Y),O,-2
Cappelenite-(Y),F,-1
Caracolite,Na,1
Caracolite,Pb,2
Caracolite,S,6
Caracolite,O,-2
Caracolite,Cl,-1
Carboborite,Ca,2
Carboborite,Mg,2
Carboborite,B,NA
Carboborite,O,-2
Carboborite,H,1
Carboborite,C,NA
Carbocernaite,Sr,2
Carbocernaite,Ce,NA
Carbocernaite,La,NA
Carbocernaite,Ca,2
Carbocernaite,Na,1
Carbocernaite,C,NA
Carbocernaite,O,-2
Carboirite,Fe,2
Carboirite,Al,NA
Carboirite,Ge,NA
Carboirite,O,-2
Carboirite,H,1
Carbokentbrooksite,Na,1
Carbokentbrooksite,Ce,3
Carbokentbrooksite,Ca,2
Carbokentbrooksite,Mn,2
Carbokentbrooksite,Zr,4
Carbokentbrooksite,Nb,5
Carbokentbrooksite,Si,4
Carbokentbrooksite,O,-2
Carbokentbrooksite,H,1
Carbokentbrooksite,C,NA
Carbonatecyanotrichite,Cu,2
Carbonatecyanotrichite,Al,NA
Carbonatecyanotrichite,C,NA
Carbonatecyanotrichite,O,-2
Carbonatecyanotrichite,H,1
Caresite,Fe,2
Caresite,Al,NA
Caresite,O,-2
Caresite,H,1
Caresite,C,NA
Carletonite,K,1
Carletonite,Na,1
Carletonite,Ca,2
Carletonite,Si,4
Carletonite,O,-2
Carletonite,C,NA
Carletonite,F,-1
Carletonite,H,1
Carlfriesite,Ca,2
Carlfriesite,Te,6
Carlfriesite,Te,4
Carlfriesite,O,-2
Carlhintzeite,Ca,2
Carlhintzeite,Al,NA
Carlhintzeite,F,-1
Carlhintzeite,H,1
Carlhintzeite,O,-2
Carlinite,Tl,1
Carlinite,S,-2
Carlosruizite,K,1
Carlosruizite,Na,1
Carlosruizite,Mg,2
Carlosruizite,I,5
Carlosruizite,O,-2
Carlosruizite,Se,6
Carlosruizite,H,1
Carlsbergite,Cr,3
Carlsbergite,N,-3
Carmichaelite,Ti,4
Carmichaelite,Cr,3
Carmichaelite,Fe,3
Carmichaelite,O,-2
Carmichaelite,H,1
Carminite,Pb,NA
Carminite,Fe,3
Carminite,As,5
Carminite,O,-2
Carminite,H,1
Carnallite,K,1
Carnallite,Mg,2
Carnallite,Cl,-1
Carnallite,H,1
Carnallite,O,-2
Carnotite,K,1
